EXTRACTION_RULE,FILE_NAME,HYPERNYM,IS_DEFINITION,PLAIN_TEXT_DEF,PLAIN_TEXT_TERM
definition + emph{},1106.1663#1106.1663.tex,,FALSE,"[Graph of a permutation]
Given a permutation σ:[n] → [n], the graph G_σ of σ is the bipartite graph  with disjoint copies of [n] as color classes A and B, where {a,b}, with a ∈ A and b ∈ B, is an edge if and only if σ(a)<b.",graph
definition + emph{},1904.03500#main.tex,,FALSE,"In this section, a graph G = (V,E) will mean a (possibly infinite) undirected graph, with parallel edges allowed, but loops disallowed.  Thus E should be thought of as a multiset (with its elements being sets of cardinality 2).  ",graph
definition[],1305.7376#1305.7376.tex,,FALSE,"We define the graph Ξ_r as the graph of the following form (see figure <ref>).

    {[                  G = {x_0, …, x_r-1,y_0, …, y_r-1,z_0,
        …, z_r-1}; G = {(x_i,x_i+1), (z_i,z_i+1)}_i ∈0r-2∪{(x_i,y_i),(y_i,z_i)}_i ∈0r-1 ] .
",graph r
definition[],1305.7112#1305.7112.tex,,FALSE,"
 We define the graph Ξ_r as the graph of the following form (see figure <ref>).

    {[           G = {x_0, …, x_r-1,y_0, …, y_r-1,z_0,
        …, z_r-1}; G = {x_i,x_i+1, z_i,z_i+1}_i ∈1r-1∪{x_i,y_i, y_i,z_i}_i ∈0r-1 ] .
",graph r
definition + emph{},1101.5186#1101.5186.tex,,FALSE," 
A transitive permutation group L is graph-restrictive if there exists a constant
c(L) such that, for every locally-L pair (Γ,G) and an arc (u,v) of Γ, the
inequality |G_uv|≤ c(L) holds.",graph-restrictive
definition + emph{},1211.3347#1211.3347.tex,,FALSE," 
A permutation group L is graph-restrictive if there exists a constant c(L) such that, for every locally-L pair (Γ,G) and for every vertex v of Γ, the inequality |G_v|≤ c(L) holds.",graph-restrictive
definition + emph{},1910.08797#ms.tex,,FALSE,"[Graphons]
  A graphon is a symmetric (Lebesgue) measurable function W[0,1]^2[0,1], that is, a measurable function
  such that W(x,y)=W(y,x) for every x,y∈[0,1].

  If W is a graphon and H is a graph, then we define
  
    (H,W)
             ∫_[0,1]^V(H)∏_{v,w}∈ E(H)W(x_v,x_w)dx;
          
    (H,W)
             ∫_[0,1]^V(H)   ∏_{v,w}∈ E(H)  
          W(x_v,x_w)
            ∏_{v,w}∈ E(H)  
          (1-W(x_v,x_w))dx;
          
    
          p(H,W)
             | V(H)|!/|(H)|(H,W),

  where E(H) = {{v,w}| (v,w)∈ R_E,H} denotes the set of edges of H and H denotes the complement of H.",graphon
definition + emph{},1401.2906#1401.2906.tex,function W,TRUE,"A graphon is a symmetric, integrable function
W  [0,1]^2 →.",graphon
definition + emph{},1408.0744#1408.0744.tex,,FALSE," An L^p graphon is a
measurable, symmetric function W [0,1]^2→ such that

    W_p:=(∫ |W(x,y)|^p   dx   dy)^1/p<∞.

Here symmetry means  W(x,y)=W(y,x) for all (x,y)∈ [0,1]^2. If we do not
specify p, we assume that W is in L^1 and call it simply a graphon,
rather than an L^1 graphon.",graphon
definition + emph{},1901.00351#1901.00351.tex,,FALSE,"
A greedy exploration of a connected component  is any exploration in which the second step is the addition of an internal copy which contains at least one existing edge.",greedy
definition + emph{},1111.1657#paper.tex,,FALSE,"Given a Coxeter element c∈ W, we call a reduced expression c=s_1⋯
	s_n greedy if
  
    h(i,c)≥ h(j,c)

	whenever i<j.",greedy
definition + emph{},1709.03859#article.tex,,FALSE,"[Grid graph]
                        Let ∈^.
                        The grid graph _g = _g, _g yielded by the dimensions vector  is the graph such that:
                        
                            
  * _g = 1, 1×1, 2×…×1,;
                            
  * ∀_1, _2 ∈_g : (_1_2∈_g) ⇔ (∃ı∈1,  : (_1ı - _2ı = 1) ∧ (∀ȷ∈1, , ȷ≠ı : _1ȷ = _2ȷ)).
                        
                        ",grid graph
definition + emph{},1709.09658#1709.09658.tex,,FALSE,"For positive integers m and n, the grid graph Γ_m,n is the graph product K_m × K_n, that is V (Γ_m,n) = [m] × [n] and {(i,j),(i',j')}∈ E (Γ_m,n) if and only if either i=j or i'=j'.",grid graph
definition + textit{},1911.13243#distancedomatic4.tex,,FALSE,"Given positive integers s and t, let the s × t grid graph G_s,t be the graph with vertex set 
    V(G_s,t) = {(i,j) ∈ℤ^2: 1 ≤ i ≤ s, 1 ≤ j ≤ t}
 and edge set 
    E(G_s,t) ={(a,b)(c,d) : |a-c|+|b-d| =1}.
",grid graph
definition + emph{},0809.2551#Raff-SpanningTreesinGrids.tex,,FALSE,The k × n grid graph G_k(n) is the simple graph with vertex and edge sets as follows:,grid graph
definition + emph{},1710.07179#MultidimensionalPosetDynamics_submit.tex,,FALSE,"Let gyration , Gyr_H be the toggle group element which first toggles all elements p of P with H(p) even, then all elements with H(p) being odd.",gyration
definition + emph{},1108.1172#5.5.12proequalsrow.tex,,FALSE,"Given an FPL, its gyration is computed by first visiting all squares with lower left-hand corner (i,j) for which i+j is even, and then all squares for which i+j is odd, swapping the edges around a square if the edges are parallel and otherwise leaving them fixed.",gyration
definition + emph{},1606.06248#cde.tex,,FALSE,"Suppose that P is ranked. Then gyration Φ_gyr J(P) → J(P) is the map Φ_gyr := τ_o_1∘τ_o_2∘⋯∘τ_o_k∘τ_e_1∘τ_e_2∘⋯∘τ_e_j where {e_1,…,e_j} is the set of elements of P of even rank and {o_1,…,o_k} is the set of elements of odd rank. (Gyration is well-defined because, again, most toggles commute.)",gyration
definition + emph{},0906.5557#sup_du_100420_new_directions.tex,,FALSE,"

Let (G,ℓ) ∈_or and suppose e_i is the i^th edge in the ordering l. Also, suppose G is given in term of its arrow presentation, so e_i is a label of a pair of arrows.  

The half-twist of the i^th edge is (τ, i)(G,ℓ)=(H,ℓ) where H is obtained from G  by reversing the direction of exactly one of the e_i-labelled arrows of the arrow presentation, as in Figure <ref>. Most importantly, H inherits its edge order ℓ in the natural way from G.  

The dual with respect to the i^th edge is (δ,i) (G,ℓ) = (H,ℓ), where H is obtained from G as follows.  Suppose A and B are the two arrows labelled e_i in the arrow presentation of G.  Draw a line segment with an arrow from the the head of A to the tail of B, and a line segment with an arrow from the head of B to the tail of A.  Label both of these arrows e_i, and delete A and B with the arcs containing them. The line segments with their arrows become arcs of a new circle in the arrow presentation of H.  As with the twist, H here inherits its edge order l from G. See Figure <ref>.",half-twist of the i^th;dual with respect to the i^th
definition + emph{},1106.5279#topo_penrose_final_postPP.tex,,FALSE,"
Let (G,ℓ) ∈_or(n) and suppose e_i is the i^th edge in the ordering ℓ. Also, suppose G is given in terms of its arrow presentation, so e_i is a label of a pair of arrows.  

The half-twist of the i^th edge is (τ, i)(G,ℓ)=(H,ℓ) where H is obtained from G  by reversing the direction of exactly one of the e_i-labelled arrows of the arrow presentation. H inherits its edge order ℓ in the natural way from G.  

The dual with respect to the i^th edge is (δ,i) (G,ℓ) = (H,ℓ), where H is obtained from G as follows.  Suppose A and B are the two arrows labelled e_i in the arrow presentation of G.  Draw a line segment with an arrow on it directed from the the head of A to the tail of B, and a line segment with an arrow on it directed from the head of B to the tail of A.  Label both of these arrows e_i, and delete A and B with the arcs containing them. The line segments with their arrows become arcs of a new circle (or circles) in the arrow presentation of H.  As with the twist, H inherits its edge order ℓ from G.",half-twist of the i^th;dual with respect to the i^th
definition + emph{},1307.0556#1307.0556.tex,,FALSE,"
A hardness gadget in a graph H
is a tuple (β,s,t,O,i,K,k,w) 
where β is a positive integer,
s, t and i are vertices of H,
(O,{i},K) is a partition of Γ_H(s), and
k K → and w K → V(H)
are functions.
The following conditions must be satisfied.


  *  |O| is odd.

  *  For any o∈ O and y∈ O∪{i}, s is the
  unique vertex that is adjacent to o and y and has an odd number
  of β-walks to t.

  *  There are an even number of (1+β)-walks from
  i to t.

  *  For all u∈ K, w(u) has an even number of k(u)-walks to u 
and an odd number of k(u)-walks to every vertex in O∪{i}.
",hardness gadget
definition + emph{},1501.07539#1501.07539.tex,,FALSE,"
A hardness gadget (i,s,(J_1,y),(J_2,z),(J_3,y,z)) for a
graph H consists
of vertices i and s of H together with three connected, partially H-labelled
graphs with distinguished vertices 
(J_1,y), (J_2,z) and (J_3,y,z) 
that satisfy certain
properties
as explained below.
Let


    = { a ∈ V(H) | |(J_1, y)(H,a)| is odd},
       = { b ∈ V(H) | |(J_2, z)(H,b)| is odd}, 
    Σ_a,b   =(J_3,y,z)(H,a,b) .


The properties 
that
we require are 
the following.


  * || is even and i∈.

  * || is even and s ∈.

  * For each o∈-i and each x∈-s,
|| is even.

  * || is odd and, for each o∈-i and each x∈-s,
|| and ||   are odd.
",hardness gadget
definition + emph{},1105.2851#manuscript.tex,,FALSE,"[access, accessible]









",has access;accessible
definition + emph{},1008.4210#manuscript.tex,,FALSE,"[access, accessible]
Say the robber  has access to a subset X⊆ V(G)
if there exists a cop-free path from the robber's vertex to a vertex in X.
A pair (X,v) with X⊆ V(G) and v∈ V(G) is called accessible if


  * c_∞(G) ≥ |X|,

  * N(v) = X, and

  * if there are |X|-1 cops in the game, then there exists a strategy for the robber with the following properties:
the robber has access to X in every round, but she never moves to a vertex in X∪{v}.
",has access;accessible
definition + emph{},0805.1762#revised.tex,,FALSE,"Let u,v be two vertices of G and
   A_1 | B_1, A_2| B_2,⋯,A_n| B_n a list of
   cuts. The height , h_u,v(q), of
   
    q=q_A_1| B_1q_A_2| B_2⋯ q_A_n| B_n

   with respect to u and v is the number of cuts in
   the list with u and v in different parts.",height
definition + textit{},1402.1827#dg.tex,,FALSE,Let C ∈ DC(n) and j ∈ [n]. We define the height h(j) of the integer j as the number n_e(j) - n_o(j) where n_e(j) (resp. n_o(j)) is the number of even dots (resp. odd dots) in the first j-1 columns of C (with n_e(1) = n_o(1) = 0).,height
definition + emph{},1108.1172#5.5.12proequalsrow.tex,,FALSE,"
	A height function of order n is an (n+1)× (n+1) matrix (h_i,j)_0≤ i,j ≤ n with h_0,k = h_k,0 = k and h_n,k = h_k,n = n-k for 0 ≤ k ≤ n, and such that adjacent entries in any row or column differ by 1.",height function
definition + textit{},0907.3275#aop536.tex,,FALSE," By a height function on ,
we mean a
map h→_+∪{+∞} which is weakly increasing [i.e.,
h(a)≤
h(b) for a<b] and satisfies lim_a→∞ h(a)=+∞. The
set of all
height functions on  will be denoted H().",height function
definition + emph{},1510.00213#1510.00213.tex,,FALSE,"
The arrangement  is called 
hereditarily inductively free provided 
that ^X is inductively free for each X ∈ L().
Denote this class by .",hereditarily inductively free
definition + emph{},1310.1708#1310.1708.tex,,FALSE,"
The arrangement  is called 
hereditarily inductively free provided 
that ^X is inductively free for each X ∈ L().",hereditarily inductively free
definition + emph{},0801.0120#coin.tex,,FALSE,"
The set P of the form given above will be called hereditary if the
following is true:


for every orderly currency A=(1,a_1,…,a_k)
 the sub-currency
determined by P is also orderly

",hereditary
definition + emph{},1505.05852#journalconfavoid.tex,,FALSE,"
A set of elections Π is hereditary if for every election (C',𝒫') it holds that if there exists an election (C,𝒫)∈Π with (C',𝒫')⊑ (C,𝒫), then (C',𝒫')∈Π.
",hereditary
definition + emph{},1110.2841#pd2.tex,,FALSE,Let 𝒞 be a class of graphs such that G - x is in 𝒞 whenever G ∈𝒞 and x is a vertex of G.  We call such a class hereditary .,hereditary
definition + textit{},1906.02411#partialorder-updated.tex,,FALSE,"A hierarchy H on a set X is a collection of subsets of X with the following properties:



  * H contains both X and all singleton sets {x} for x ∈ X.

  * If H_1,H_2∈ H, then H_1 ∩ H_2 = ∅, H_1 ⊆ H_2 or H_2 ⊆ H_1.
",hierarchy
definition + emph{},1603.05237#duarte_revised.tex,,FALSE,"
Let D be a droplet. A hierarchy  for D is an ordered pair =(G_,D_), where G_ is a directed rooted tree such that all of its edges are directed away from the root , and D_ V(G_) →𝒫(^2) is a function that assigns


to each vertex of G_ a droplet, such that the following conditions are satisfied:


  * the root vertex corresponds to D, so D_() = D;

  * each vertex has out-degree at most 2;

  * if v ∈ N_G_^→(u) then D_(v) ⊂ D_(u);

  * if N_G_^→(u) = {v,w} then D_(u) ∈ D_(v)∪ D_(w).
",hierarchy
definition + emph{},1209.1521#1209.1521.tex,,FALSE,"
A flow f ∈(G) is called a hive flow iff for all rhombi ϱ we have ϱ f ≥ 0.",hive flow
definition + emph{},1204.2484#LRC-decide-rev-bib.tex,,FALSE,"
A flow f ∈(G) is called a hive flow iff ϱ f ≥ 0 for all rhombi ϱ in Δ.",hive flow
definition + emph{},1011.4310#1011.4310.tex,,FALSE,"Let S be a collection of ordered k-tuples s=(s_1,…,s_k) of 
elements of a finite set X, and let us write S_j(x) for the set of all 
s in S such that s_j=x. We shall say that S is homogeneous
if for each j the sets S_j(x) all have the same size.",homogeneous
definition + emph{},1502.00897#prodElemArxiv1.tex,,FALSE,"
	We say a structure  is homogeneous if whenever A ⊂ M with |A| < |M| and f : A → M is a partial
	elementary map, there is an automorphism σ∈() such that σ↾ A = f.",homogeneous
definition + emph{},1608.05372#sliceanddicev2.tex,,FALSE,"An acyclic matching M of the face poset of a labeled cell complex is homogeneous if ℓ(σ)=ℓ(τ) for any σ,τ∈ M.",homogeneous
definition + emph{},1011.4600#complexityRevised.tex,,FALSE,"[Homogeneous linear forms]

A system of linear forms ℒ = {L_1,…,L_m}  in k variables is called homogeneous if for a uniform random variable ∈ (_p^n)^k, and every fixed c ∈_p^n,  (L_1(),…,L_m()) has the same distribution as (L_1()+c,…,L_m()+c).",homogeneous
definition + textit{},1802.06959#1802.06959.tex,,FALSE,"A configuration 𝔛 is homogeneous if c(u,u) = c(v,v) for every u,v∈ V.",homogeneous
definition + emph{},1404.0065#SLII.tex,,FALSE,"For ϕ∈_ℓ(V^*), not necessarily a rational function, the
  homogeneous component ϕ_[m] of degree m of ϕ is
  defined by considering ϕ(τξ) as a meromorphic function of one
  variable τ∈, with Laurent series expansion
 
    ϕ(τξ) = ∑_m≥ m_0τ^m ϕ_[m](ξ).
",homogeneous component
definition + emph{},1410.8632#3-Ehrhart-polynomials.tex,,FALSE,"For ϕ∈_ℓ(V^*), the homogeneous component ϕ_[m] of degree m of ϕ is defined by considering ϕ(τξ) as a meromorphic function of one variable τ∈, with Laurent
  series expansion
 
    ϕ(τξ) = ∑_m≥ m_0τ^m ϕ_[m](ξ).
",homogeneous component
