CATEGORIES,DD_PAGE_TITLE,DEFINITION,DEF_PAGE_TITLE,HYPERNYM,IS_DEFINITION,PLAIN_TEXT_DEFINITION,TERM
"['Definitions/Roots of Equations', 'Definitions/Roots', 'Definitions/Algebra']",Definition:Root,"Let $E left(   right)x$ be a mathematical expression representing an equation which is dependent upon a variable $x$.

A root of $E left(   right)x$ is a constant which, when substituted for $x$ in $E left(   right)x$, makes $E left(   right)x$ a true statement.


=== Extraction of Root ===

The process of finding roots of a given equation is referred to as extraction.
",Definition:Root of Equation,,FALSE,"Let E (   )x be a mathematical expression representing an equation which is dependent upon a variable x.

A root of E (   )x is a constant which, when substituted for x in E (   )x, makes E (   )x a true statement.


=== Extraction of Root ===

The process of finding roots of a given equation is referred to as extraction.
",Root
"['Definitions/Roots of Mappings', 'Definitions/Ring Theory', 'Definitions/Field Theory', 'Definitions/Real Analysis', 'Definitions/Complex Analysis']",Definition:Root,"Let $f: R to R$ be a mapping on a ring $R$.

Let $x in R$.


Then the values of $x$ for which $f left(   right)x = 0_R$ are known as the roots of the mapping $f$.
",Definition:Root of Mapping,,FALSE,"Let f: R → R be a mapping on a ring R.

Let x ∈ R.


Then the values of x for which f (   )x = 0_R are known as the roots of the mapping f.
",Root
"['Definitions/Roots of Polynomials', 'Definitions/Polynomial Theory', 'Definitions/Ring Theory']",Definition:Root,"Let $R$ be a commutative ring with unity.

Let $f in R left[ x right]$ be a polynomial over $R$.


A root in $R$ of $f$ is an element $x in R$ for which $f left(   right)x = 0$, where $f left(   right)x$ denotes the image of $f$ under the evaluation homomorphism at $x$.",Definition:Root of Polynomial,,FALSE,"Let R be a commutative ring with unity.

Let f ∈ R [ x ] be a polynomial over R.


A root in R of f is an element x ∈ R for which f (   )x = 0, where f (   )x denotes the image of f under the evaluation homomorphism at x.",Root
"['Definitions/Rooted Trees', 'Definitions/Graph Theory', 'Definitions/Tree Theory']",Definition:Root,"Let $T$ be a rooted tree.

The root node of $T$ is the node of $T$ which is distinguished from the others by being the ancestor node of every node of $T$.
Let $T$ be a rooted tree.

The root node of $T$ is the node of $T$ which is distinguished from the others by being the ancestor node of every node of $T$.
",Definition:Rooted Tree,,FALSE,"Let T be a rooted tree.

The root node of T is the node of T which is distinguished from the others by being the ancestor node of every node of T.
Let T be a rooted tree.

The root node of T is the node of T which is distinguished from the others by being the ancestor node of every node of T.
",Root
['Definitions/Propositional Tableaus'],Definition:Root,"Let $T$ be a rooted tree.

The root node of $T$ is the node of $T$ which is distinguished from the others by being the ancestor node of every node of $T$.
",Definition:Labeled Tree for Propositional Logic/Hypothesis Set,,FALSE,"Let T be a rooted tree.

The root node of T is the node of T which is distinguished from the others by being the ancestor node of every node of T.
",Root
['Definitions/Truth Tables'],Definition:Row,"A row of a truth table is one of the horizontal lines that consists of instances of the symbols $T$ and $F$.

Each row contains the truth values of each of the boolean interpretations of the statement forms according to the propositional variables that comprise them.

There are as many rows in a truth table as there are combinations of $T$ and $F$ for all the propositional variables that constitute the statement forms.",Definition:Truth Table/Row,,FALSE,"A row of a truth table is one of the horizontal lines that consists of instances of the symbols T and F.

Each row contains the truth values of each of the boolean interpretations of the statement forms according to the propositional variables that comprise them.

There are as many rows in a truth table as there are combinations of T and F for all the propositional variables that constitute the statement forms.",Row
['Definitions/Matrices'],Definition:Row,"A row matrix is a $1 times n$ matrix:

:$mathbf R = begin{bmatrix}
r_{1 1} & r_{1 2} & cdots & r_{1 n}
end{bmatrix}$


That is, it is a matrix with only one row.
",Definition:Matrix/Row,,FALSE,"A row matrix is a 1 × n matrix:

:𝐑 = [ r_1 1 r_1 2     ⋯ r_1 n ]


That is, it is a matrix with only one row.
",Row
['Definitions/Latin Squares'],Definition:Row,"Let $mathbf L$ be a Latin square.

The rows of $mathbf L$ are the lines of elements reading across the page.",Definition:Latin Square/Row,,FALSE,"Let 𝐋 be a Latin square.

The rows of 𝐋 are the lines of elements reading across the page.",Row
"['Definitions/Vector Algebra', 'Definitions/Linear Algebra']",Definition:Scalar Field,"Let $left( G, +_G, circ right)_K$ be a vector space, where:

:$left( K, +_K, times_K right)$ is a field

:$left( G, +_G right)$ is an abelian group $left( G, +_G right)$

:$circ: K times G to G$ is a binary operation.


Then the field $left( K, +_K, times_K right)$ is called the scalar field of $left( G, +_G, circ right)_K$.


If the scalar field is understood, then $left( G, +_G, circ right)_K$ can be rendered $left( G, +_G, circ right)$.
",Definition:Scalar Field (Linear Algebra),,FALSE,"Let ( G, +_G, ∘)_K be a vector space, where:

:( K, +_K, ×_K ) is a field

:( G, +_G ) is an abelian group ( G, +_G )

:∘: K × G → G is a binary operation.


Then the field ( K, +_K, ×_K ) is called the scalar field of ( G, +_G, ∘)_K.


If the scalar field is understood, then ( G, +_G, ∘)_K can be rendered ( G, +_G, ∘).
",Scalar Field
"['Definitions/Scalar Fields (Physics)', 'Definitions/Fields (Physics)', 'Definitions/Physics']",Definition:Scalar Field,"Let $F$ be a field which acts on a region of space $S$.

Let the point-function giving rise to $F$ be a scalar quantity.


Then $F$ is a scalar field.
",Definition:Scalar Field (Physics),,FALSE,"Let F be a field which acts on a region of space S.

Let the point-function giving rise to F be a scalar quantity.


Then F is a scalar field.
",Scalar Field
['Definitions/Geometry'],Definition:Section,"Let a geometrical line $A$ cross over (or intersect) another line $B$.

The point where they cross is called the section of the $B$ by $A$ (or equivalently, of $A$ by $B$).


Category:Definitions/Geometry
Let $F$ be a $3$-dimensional figure.

A plane section of $F$ is the intersection of $F$ with a plane.
",Definition:Section (Geometry),,FALSE,"Let a geometrical line A cross over (or intersect) another line B.

The point where they cross is called the section of the B by A (or equivalently, of A by B).


Category:Definitions/Geometry
Let F be a 3-dimensional figure.

A plane section of F is the intersection of F with a plane.
",Section
['Definitions/Geometry'],Definition:Section,"Let a geometrical line $A$ cross over (or intersect) another line $B$.

The point where they cross is called the section of the $B$ by $A$ (or equivalently, of $A$ by $B$).


Category:Definitions/Geometry",Definition:Section of Line by Line,,FALSE,"Let a geometrical line A cross over (or intersect) another line B.

The point where they cross is called the section of the B by A (or equivalently, of A by B).


Category:Definitions/Geometry",Section
"['Definitions/Plane Sections', 'Definitions/Solid Geometry']",Definition:Section,"Let $F$ be a $3$-dimensional figure.

A plane section of $F$ is the intersection of $F$ with a plane.
The intersection of two lines $AB$ and $CD$ is denoted by $AB cap CD$.

The intersection of two geometric figures is the set of points shared by both figures.


Note that this use of $cap$ is consistent with that of its more usual context of set intersection.


When two lines intersect, they are said to cut each other.
",Definition:Plane Section,,FALSE,"Let F be a 3-dimensional figure.

A plane section of F is the intersection of F with a plane.
The intersection of two lines AB and CD is denoted by AB ∩ CD.

The intersection of two geometric figures is the set of points shared by both figures.


Note that this use of ∩ is consistent with that of its more usual context of set intersection.


When two lines intersect, they are said to cut each other.
",Section
"['Definitions/Plane Sections', 'Definitions/Solid Geometry']",Definition:Section,"Let $F$ be a $3$-dimensional figure.

A plane section of $F$ is the intersection of $F$ with a plane.
",Definition:Cross-Section,,FALSE,"Let F be a 3-dimensional figure.

A plane section of F is the intersection of F with a plane.
",Section
['Definitions/Topology'],Definition:Section,"Let $M, E$ be topological spaces. 

Let $pi: E to M$ be a continuous surjection. 

Let $I_M: M to M$ be the identity mapping on $M$. 


Then a section of $E$ is a continuous mapping $s: M to E$ such that $pi circ s = I_M$.",Definition:Section (Topology),,FALSE,"Let M, E be topological spaces. 

Let π: E → M be a continuous surjection. 

Let I_M: M → M be the identity mapping on M. 


Then a section of E is a continuous mapping s: M → E such that π∘ s = I_M.",Section
"['Definitions/Bisection', 'Definitions/Geometry']",Definition:Section,"To bisect a finite geometrical object is to cut it in half, that is, into two equal parts.

The act of cutting in half is known as bisection.


=== Bisector ===
",Definition:Bisection,,FALSE,"To bisect a finite geometrical object is to cut it in half, that is, into two equal parts.

The act of cutting in half is known as bisection.


=== Bisector ===
",Section
"['Definitions/Segments of Circles', 'Definitions/Circles']",Definition:Segment,"
:

That is, it is the angle the base makes with the circumference where they meet.


It can also be defined as the angle between the base and the tangent to the circle at the end of the base:

:


Category:Definitions/Segments of Circles

:

:


:

Such a segment is said to admit the angle specified.


Category:Definitions/Segments of Circles

:



Category:Definitions/Segments of Circles
Let $AB$ be a chord of a circle $mathcal C$ defined by the points $A$ and $B$ on the circumference of $mathcal C$.

The major segment of $mathcal C$  $AB$ is the segment between $AB$ and the major arc of $mathcal C$ between $A$ and $B$.
Let $AB$ be a chord of a circle $mathcal C$ defined by the points $A$ and $B$ on the circumference of $mathcal C$.

The minor segment of $mathcal C$  $AB$ is the segment between $AB$ and the minor arc of $mathcal C$ between $A$ and $B$.
",Definition:Segment of Circle,,FALSE,"
:

That is, it is the angle the base makes with the circumference where they meet.


It can also be defined as the angle between the base and the tangent to the circle at the end of the base:

:


Category:Definitions/Segments of Circles

:

:


:

Such a segment is said to admit the angle specified.


Category:Definitions/Segments of Circles

:



Category:Definitions/Segments of Circles
Let AB be a chord of a circle 𝒞 defined by the points A and B on the circumference of 𝒞.

The major segment of 𝒞  AB is the segment between AB and the major arc of 𝒞 between A and B.
Let AB be a chord of a circle 𝒞 defined by the points A and B on the circumference of 𝒞.

The minor segment of 𝒞  AB is the segment between AB and the minor arc of 𝒞 between A and B.
",Segment
"['Definitions/Initial Segments', 'Definitions/Order Theory']",Definition:Segment,"Let $left( S, preceq right)$ be a well-ordered set.

Let $a in S$.


The initial segment (of $S$) determined by $a$ is defined as:

:$S_a := leftlbrace b in S: b preceq a land b ne a rightrbrace$

which can also be rendered as:

:$S_a := leftlbrace b in S: b prec a rightrbrace$


That is, $S_a$ is the set of all elements of $S$ that strictly precede $a$.

That is, $S_a$ is the strict lower closure of $a$ (in $S$).


By extension, $S_a$ is described as an initial segment (of $S$).


=== Class Theoretical Definition ===

",Definition:Initial Segment,,FALSE,"Let ( S, ≼) be a well-ordered set.

Let a ∈ S.


The initial segment (of S) determined by a is defined as:

:S_a := { b ∈ S: b ≼ a  b  a }

which can also be rendered as:

:S_a := { b ∈ S: b ≺ a }


That is, S_a is the set of all elements of S that strictly precede a.

That is, S_a is the strict lower closure of a (in S).


By extension, S_a is described as an initial segment (of S).


=== Class Theoretical Definition ===

",Segment
['Definitions/Lower Closures'],Definition:Segment,"Let $left( S, preccurlyeq right)$ be an ordered set.

Let $a in S$.


The lower closure of $a$ (in $S$) is defined as:

:$a^preccurlyeq := leftlbrace b in S: b preccurlyeq a rightrbrace$


That is, $a^preccurlyeq$ is the set of all elements of $S$ that precede $a$.


=== Class Theory ===

",Definition:Lower Closure/Element,,FALSE,"Let ( S, ≼) be an ordered set.

Let a ∈ S.


The lower closure of a (in S) is defined as:

:a^≼ := { b ∈ S: b ≼ a }


That is, a^≼ is the set of all elements of S that precede a.


=== Class Theory ===

",Segment
['Definitions/Matrix Theory'],Definition:Segment,"Let $mathbf A$ be a matrix with $m$ rows and $n$ columns.


A submatrix of $mathbf A$ is a matrix formed by selecting from $mathbf A$:
:a subset of the rows
and:
:a subset of the columns
and forming a new matrix by using those entries, in the same relative positions, that appear in both the rows and columns of those selected.",Definition:Submatrix,,FALSE,"Let 𝐀 be a matrix with m rows and n columns.


A submatrix of 𝐀 is a matrix formed by selecting from 𝐀:
:a subset of the rows
and:
:a subset of the columns
and forming a new matrix by using those entries, in the same relative positions, that appear in both the rows and columns of those selected.",Segment
"['Definitions/Countability Axioms', 'Definitions/Separable Spaces']",Definition:Separable,"A topological space $T = left( S, tau right)$ is separable  there exists a countable subset of $S$ which is everywhere dense in $T$.


=== Normed Vector Space ===


",Definition:Separable Space,,FALSE,"A topological space T = ( S, τ) is separable  there exists a countable subset of S which is everywhere dense in T.


=== Normed Vector Space ===


",Separable
['Definitions/Countability Axioms'],Definition:Separable,"A topological space $T = left( S, tau right)$ is second-countable or satisfies the Second Axiom of Countability  its topology has a countable basis.",Definition:Second-Countable Space,,FALSE,"A topological space T = ( S, τ) is second-countable or satisfies the Second Axiom of Countability  its topology has a countable basis.",Separable
"['Definitions/Separable Differential Equations', 'Definitions/Ordinary Differential Equations']",Definition:Separable,"A first order ordinary differential equation which can be expressed in the form:
:$dfrac {mathrm d y} {mathrm d x} = g left(   right)x h left(   right)y$
is known as a separable differential equation.


Its general solution is found by solving the integration:
:$ds int frac {mathrm d y} {h left(   right)y} = int g left(   right)x ,mathrm d x + C$


=== General Form ===

",Definition:Separable Differential Equation,,FALSE,"A first order ordinary differential equation which can be expressed in the form:
:d yd x = g (   )x h (   )y
is known as a separable differential equation.


Its general solution is found by solving the integration:
:∫d y/h (   )y = ∫ g (   )x  d x + C


=== General Form ===

",Separable
