,title,term,definition,pred
765,Definition:Interior (Topology),Interior,"Let T = ( S, τ) be a topological space.

Let H ⊆ S.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S.


The interior of H is the union of all subsets of H which are open in T.


That is, the interior of H is defined as:
:H^∘ := ⋃_K ∈𝕂 K
where 𝕂 = { K ∈τ: K ⊆ H }.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S.


The interior of H is defined as the largest open set of T which is contained in H.

=== Definition 3 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S.


The interior of H is the set of all interior points of H.",Definition:Interior (Topology)
766,Definition:Interior (Complex Analysis),Interior,"Let H ⊆ℂ be a subset of the complex plane.

The interior of H is the subset of H which consists of the interior points of H.",Definition:Interior (Complex Analysis)
767,Definition:Interior Point (Complex Analysis),Interior,"Let S ⊆ℂ be a subset of the complex plane.

Let z ∈ S.


z is an interior point of S  if and only if  z has an ϵ-neighborhood N_ϵ(   )z such that N_ϵ(   )z ⊆ S.",Definition:Interior Point (Complex Analysis)
768,Definition:Region,Interior,"=== Metric Space ===
Let M = ( A, d ) be a metric space.

A region of M is a subset U of M such that U is:

:(1): non-empty
:(2): path-connected.

=== Complex ===
Let D ⊆ℂ be a subset of the set of complex numbers.

D is a region of ℂ  if and only if :
:(1): D is non-empty
:(2): D is path-connected.

=== Region in the Plane ===

The usual usage of region is in the real number plane or complex plane.

A point set R in the plane is a region  if and only if :

:(1): Each point of R is the center of a circle all of whose elements consist of points of R
:(2): Each point of R can be joined by a curve consisting entirely of points of R.

==== Interior ====

The boundary of a region separates its interior from the exterior.

The interior consists of the points of the plane which are the elements of the region.

Such points are called interior points of the region.


It is ""usual"" that the interior is the ""smaller bit"" which is visually apparently on the inside as it appears on the page or screen, but this is of course not necessarily the case.


Also see the definition of interior and boundary from a topological perspective.


==== Bounded ====

A region in the the plane is bounded if there is a circle in the plane which encloses it.


Also see the definition of bounded in the context of a metric space.",Definition:Region
769,Definition:Transversal (Geometry)/Interior Angle,Interior,":


An interior angle of a transversal is an angle which is between the two lines cut by that transversal.

In the above figure, the interior angles with respect to the transversal EF are:
:∠ AHJ
:∠ CJH
:∠ BHJ
:∠ DJH",Definition:Transversal (Geometry)/Interior Angle
770,Definition:Polygon/Internal Angle,Interior,"The internal angle of a vertex of a polygon is the size of the angle between the sides adjacent to that vertex, as measured inside the polygon.",Definition:Polygon/Internal Angle
771,Definition:Jordan Curve/Interior,Interior,"Let f: [ 0  . . ]1 →ℝ^2 be a Jordan curve.


It follows from the Jordan Curve Theorem that ℝ^2 ∖Img( f ) is a union of two disjoint connected components, one of which is bounded.

This bounded component is called the interior of f, and is denoted as Int( f ).",Definition:Jordan Curve/Interior
772,Definition:Vacuous Truth,Vacuous,"Let P  Q be a conditional statement.

Suppose that P is false.

Then the statement P  Q is a vacuous truth, or is vacuously true.


It is frequently encountered in the form:
:∀ x: P (   )x  Q (   )x
when the propositional function P (   )x is false for all x.

Such a statement is also a vacuous truth.


For example, the statement:
:All cats who are expert chess-players are also fluent in ancient Sanskrit
is (vacuously) true, because (as far as the author knows) there are no cats who are expert chess-players.",Definition:Vacuous Truth
773,Definition:Empty Set,Vacuous,"The empty set is a set which has no elements.

That is, x ∈∅ is false, whatever x is.


It is usually denoted by some variant of a zero with a line through it, for example ∅ or ∅, and can always be represented as {}.",Definition:Empty Set
774,Definition:Summation/Vacuous Summation,Vacuous,"Take the summation:
:∑_Φ(   )j a_j
where Φ(   )j is a propositional function of j.

Suppose that there are no values of j for which Φ(   )j is true.

Then ∑_Φ(   )j a_j is defined as being 0.

This summation is called a vacuous summation.


This is because:
:∀ a: a + 0 = a
where a is a number.

Hence for all j for which Φ(   )j is false, the sum is unaffected.


This is most frequently seen in the form:
:∑_j  = m^n a_j = 0
where m > n.

In this case, j can not at the same time be both greater than or equal to m and less than or equal to n.


Some sources consider such a treatment as abuse of notation.",Definition:Summation/Vacuous Summation
775,Definition:Continued Product/Vacuous Product,Vacuous,"Take the composite expressed as a continued product:
:∏_R (   )j a_j
where R (   )j is a propositional function of j.

Suppose that there are no values of j for which R (   )j is true.

Then ∏_R (   )j a_j is defined to be 1.

Beware: not zero.

This composite is called a vacuous product.


This is because:
:∀ a: a × 1 = a
where a is a number.

Hence for all j for which R (   )j is false, the value of the product is unaffected.


This is most frequently seen in the form:
:∏_j  = m^n a_j = 1
where m > n.

In this case, j can not at the same time be both greater than or equal to m and less than or equal to n.",Definition:Continued Product/Vacuous Product
776,Definition:Bridge (Graph Theory),Bridge,"Let G = ( V, E ) be a connected graph.

Let e ∈ E be an edge of G such that the edge deletion G - e is disconnected.


Then e is known as a bridge of G.",Definition:Bridge (Graph Theory)
777,Definition:Bridge (Game),Bridge,"Bridge is a game for 4 players whose mechanism depends on the fact that each of the 4 players are dealt a hand of 13 cards from the standard deck of 52 cards.


For the purposes of   at its current stage of evolution, details of the play of Bridge are not immediately relevant.

As and when a deeper analysis of Bridge becomes appropriate, further details can be incorporated.",Definition:Bridge (Game)
778,Definition:Top (Logic),Top,"Top is a constant of propositional logic interpreted to mean the canonical, undoubted tautology whose truth nobody could possibly ever question.

The symbol used is ⊤.",Definition:Top (Logic)
779,Definition:Top of Lattice,Top,"Let ( S, ∨, ∧, ≼) be a lattice.


=== Definition 1 ===
Let ( S, ∨, ∧, ≼) be a lattice.

Let S admit a greatest element ⊤.


Then ⊤ is called the top of S.

=== Definition 2 ===
Let ( S, ∨, ∧, ≼) be a lattice.

Let ∧ have an identity element ⊤.


Then ⊤ is called the top of S.",Definition:Top of Lattice
780,Definition:Archimedean Polyhedron,Archimedean,"An Archimedean polyhedron is a convex polyhedron with the following properties:
:(1): Each of its faces is a regular polygon
:(2): It is isogonal
:(3): The faces are not all congruent.
:(4): It is not a regular prism or a regular antiprism.",Definition:Archimedean Polyhedron
781,Definition:Archimedean Spiral,Archimedean,"The Archimedean spiral is the locus of the equation expressed in polar coordinates as:
:r = a θ


:


=== Archimedes' Definition ===
 ' definition of his Archimedean spiral is as follows:

:If a straight line of which one extremity remains fixed be made to revolve at a uniform rate in a plane until it returns to the position from which it started, and if, at the same time as the straight line revolves, a point moves at a uniform rate along the straight line, starting from the fixed extremity, the point will describe a spiral in the plane.",Definition:Archimedean Spiral
782,Definition:Non-Archimedean,Archimedean,"=== Non-Archimedean Norm (Vector Space) ===
Let ( R, +, ∘) be a division ring with norm ‖ · ‖_R.

Let X be a vector space over R, with zero 0_X.


=== Definition 1 ===
Let X be a vector space.

A norm ‖ · ‖ on X is non-Archimedean  if and only if  ‖ · ‖ satisfies the axiom:
 
 
 

=== Definition 2 ===
Let ( R, +, ∘) be a division ring with norm ‖ · ‖_R.

Let X be a vector space over R, with zero 0_X.


A non-Archimedean norm on X is a mapping from X to the non-negative reals:
:‖ · ‖: X →ℝ_≥ 0
satisfying the non-Archimedean norm axioms:
 

The pair ( X, ‖ · ‖) is a non-Archimedean normed vector space.


=== Archimedean ===
A norm ‖ · ‖ on a vector space X is Archimedean  if and only if  it is not non-Archimedean.


That is,  if and only if :
:∃ x, y ∈ X: ‖ x + y ‖ > max{‖ x ‖, ‖ y ‖}

Category:Definitions/Norm Theory

=== Non-Archimedean Norm (Division Ring) ===
Let ( R, +, ∘) be a division ring whose zero is denoted 0_R.


=== Definition 1 ===
Let ( R, +, ∘) be a division ring whose zero is denoted 0_R.


A norm ‖ · ‖ on R is non-Archimedean  if and only if  ‖ · ‖ satisfies the axiom:
 
 
 

=== Definition 2 ===
Let ( R, +, ∘) be a division ring whose zero is denoted 0_R.


A non-Archimedean norm on R is a mapping from R to the non-negative reals:
:‖ · ‖: R →ℝ_≥ 0
satisfying the non-Archimedean norm axioms:
 


The pair ( R, ‖ · ‖) is a non-Archimedean Normed Division Ring.


If R is also a commutative ring, that is, ( R, ‖ · ‖) is a valued field, then ( R, ‖ · ‖) is a non-Archimedean Valued Field.


=== Archimedean ===
Let ‖ · ‖ be a norm on a division ring R satisfying the norm axioms:
: 


A norm ‖ · ‖ is said to be Archimedean  if and only if  it does not satisfy the  .


That is, ‖ · ‖ is Archimedean  if and only if :
 
 
 

=== Non-Archimedean Metric ===
A metric d on a metric space X is non-Archimedean  if and only if :
:d (   )x, y≤max{ d (   )x, z, d (   )y, z}
for all x, y, z ∈ X.


=== Archimedean ===
A metric is Archimedean  if and only if  it is not non-Archimedean.


That is,  if and only if :
:∃ x, y, z, ∈ X: d (   )x, y > max{ d (   )x, z, d (   )y, z}

Category:Definitions/Norm Theory

Category:Definitions/Norm Theory",Definition:Non-Archimedean
783,Definition:Archimedean Property,Archimedean,"Let ( S, ∘) be a closed algebraic structure on which there exists either an ordering or a norm.


Let ·: ℤ_>0× S → S be the operation defined as:
:m · a = 
a     : m = 1 

a ∘( ( m - 1 ) · a )     : m > 1


=== Archimedean Property on Norm ===
Let ( S, ∘) be a closed algebraic structure.

Let ·: ℤ_>0× S → S be the operation defined as:
:m · a = 
a     : m = 1 

a ∘( ( m - 1 ) · a )     : m > 1


Let n: S →ℝ be a norm on S.
 
 

Then n satisfies the Archimedean property on S  if and only if :
:∀ a, b ∈ S: n ( a ) < n ( b ) ∃ m ∈ℕ: n ( m · a ) > n ( b )


Using the more common symbology for a norm:
:∀ a, b ∈ S: ‖ a ‖ < ‖ b ‖∃ m ∈ℤ_>0: ‖ m · a ‖ > ‖ b ‖


Category:Definitions/Abstract Algebra
Category:Definitions/Norm Theory

=== Archimedean Property on Ordering ===
Let ( S, ∘) be a closed algebraic structure.

Let ·: ℤ_>0× S → S be the operation defined as:
:m · a = 
a     : m = 1 

a ∘( ( m - 1 ) · a )     : m > 1


Let ≼ be an ordering on S.


Then ≼ satisfies the Archimedean property on S  if and only if :

:∀ a, b ∈ S: a ≺ b ∃ m ∈ℤ_>0: b ≺ m · a


Category:Definitions/Abstract Algebra
Category:Definitions/Order Theory",Definition:Archimedean Property
784,Definition:Irreducible Element of Ring,Irreducible,"Let ( D, +, ∘) be an integral domain whose zero is 0_D.

Let ( U_D, ∘) be the group of units of ( D, +, ∘).


Let x ∈ D: x ∉ U_D, x  0_D, that is, x is non-zero and not a unit.


=== Definition 1 ===
Let ( D, +, ∘) be an integral domain whose zero is 0_D.

Let ( U_D, ∘) be the group of units of ( D, +, ∘).

Let x ∈ D: x ∉ U_D, x  0_D, that is, x is non-zero and not a unit.


x is defined as irreducible  if and only if  it has no non-trivial factorization in D.

That is,  if and only if  x cannot be written as a product of two non-units.

=== Definition 2 ===
Let ( D, +, ∘) be an integral domain whose zero is 0_D.

Let ( U_D, ∘) be the group of units of ( D, +, ∘).

Let x ∈ D: x ∉ U_D, x  0_D, that is, x is non-zero and not a unit.


x is defined as irreducible  if and only if  the only divisors of x are its associates and the units of D.

That is,  if and only if  x has no proper divisors.",Definition:Irreducible Element of Ring
