"term","def","file_name","extraction_rule","plain_text_def","plain_text_term"
"induced","\label{thm:hypersubgraphs}
Let $H$ be an arbitrary fixed hypergraph. Let $\ppp = (p_r)_{r \ge 1}$ be any sequence
such that $0 \le p_r = p_r(n) \le 1$ for each $r \ge 1$. Let $\cJ$ denote the family of all strong subgraphs of $H$.
\begin{itemize}
\item [(a)] If for some $H' \in \cJ$ we have $\mu_s(H') \to 0$ (as $n \to \infty$), then a.a.s.\ $\Hh(n,\ppp)$ does not contain $H$ as a strong subgraph.
\item [(b)] If for all $H' \in \cJ$  we have $\mu_s(H') \to \infty$ (as $n \to \infty$), then a.a.s.\ $\Hh(n,\ppp)$ contains $H$ as a strong subgraph.
\end{itemize}
Moreover, if there exists $\eps >0$ such that $p_r \le 1-\eps$, for all $r$, then the conditions above determine whether or not $H$ appears as an \emph{induced} strong subgraph.","1703.07686#subhypergraphs-final.tex","theorem + \emph{}","
Let H be an arbitrary fixed hypergraph. Let = (p_r)_r ≥ 1 be any sequence
such that 0 ≤ p_r = p_r(n) ≤ 1 for each r ≥ 1. Let  denote the family of all strong subgraphs of H.


  (a) If for some H' ∈ we have μ_s(H') → 0 (as n →∞), then a.a.s. (n,) does not contain H as a strong subgraph.

  (b) If for all H' ∈  we have μ_s(H') →∞ (as n →∞), then a.a.s. (n,) contains H as a strong subgraph.

Moreover, if there exists >0 such that p_r ≤ 1-, for all r, then the conditions above determine whether or not H appears as an induced strong subgraph.","induced"
"induced","Let $M$ be a matroid on ground set $E$, $M'$ a minor of $M$ on ground set $E'\subseteq E$, and $(Z_1',Z_2')$ a $k$-separation of $M'$. We say that $(Z_1', Z_2')$ is \emph{induced} in $M$ if there exists a $k$-separation $(Z_1,Z_2)$ of $M$ with $Z_1' \subseteq Z_1$ and $Z_2' \subseteq Z_2$.","1006.1418#stabifragirotaV5.tex","definition + \emph{}","Let M be a matroid on ground set E, M' a minor of M on ground set E'⊆ E, and (Z_1',Z_2') a k-separation of M'. We say that (Z_1', Z_2') is induced in M if there exists a k-separation (Z_1,Z_2) of M with Z_1' ⊆ Z_1 and Z_2' ⊆ Z_2.","induced"
"induced","[{K\""uhn and Osthus~\cite[Theorem 1]{kuhndens}}]\label{thm-kuhnost}
For every graph $H$ and a positive integer $s$, there exists an integer $d$ such that
every graph with average degree at least $d$ contains either $K_{s,s}$ as a subgraph or a subdivision of $H$ as an \emph{induced} subgraph.","1706.05766#subdivbexp.tex","theorem + \emph{}","[Kühn and Osthus <cit.>]
For every graph H and a positive integer s, there exists an integer d such that
every graph with average degree at least d contains either K_s,s as a subgraph or a subdivision of H as an induced subgraph.","induced"
"inductively free","\label{def:indfree}
The class $\CIF$ of \emph{inductively free} arrangements 
is the smallest class of arrangements subject to
\begin{itemize}
\item[(i)] $\Phi_\ell \in \CIF$ for each $\ell \ge 0$;
\item[(ii)] if there exists a hyperplane $H_0 \in \CA$ such that both
$\CA'$ and $\CA''$ belong to $\CIF$, and $\exp \CA '' \subseteq \exp \CA'$, 
then $\CA$ also belongs to $\CIF$.
\end{itemize}","1310.1708#1310.1708.tex","definition + \emph{}","
The class  of inductively free arrangements 
is the smallest class of arrangements subject to


  (i) Φ_ℓ∈ for each ℓ≥ 0;

  (ii) if there exists a hyperplane H_0 ∈ such that both
' and ” belong to , and exp”⊆exp', 
then  also belongs to .
","inductively free"
"inductively free","[{\cite[Def.~4.53]{orlikterao:arrangements}}]
\label{def:indfree}
The class $\CIF$ of \emph{inductively free} arrangements 
is the smallest class of arrangements subject to
\begin{itemize}
\item[(i)] $\Phi_\ell \in \CIF$ for each $\ell \ge 0$;
\item[(ii)] if there exists a hyperplane $H_0 \in \CA$ such that both
$\CA'$ and $\CA''$ belong to $\CIF$, and $\exp \CA '' \subseteq \exp \CA'$, 
then $\CA$ also belongs to $\CIF$.
\end{itemize}","1510.00213#1510.00213.tex","definition + \emph{}","[<cit.>]

The class  of inductively free arrangements 
is the smallest class of arrangements subject to


  (i) Φ_ℓ∈ for each ℓ≥ 0;

  (ii) if there exists a hyperplane H_0 ∈ such that both
' and ” belong to , and exp”⊆exp', 
then  also belongs to .
","inductively free"
"inductively free","[{\cite[Def.~4.53]{orlikterao:arrangements}}]
\label{def:indfree}
The class $\CIF$ of \emph{inductively free} arrangements 
is the smallest class of arrangements subject to
\begin{itemize}
\item[(i)] $\Phi_\ell \in \CIF$ for each $\ell \ge 0$;
\item[(ii)] if there exists a hyperplane $H_0 \in \CA$ such that both
$\CA'$ and $\CA''$ belong to $\CIF$, and $\exp \CA '' \subseteq \exp \CA'$, 
then $\CA$ also belongs to $\CIF$.
\end{itemize}
We denote by $\CIF_\ell$ the subclass of $\ell$-arrangements in $\CIF$.","1903.01438#1903.01438.tex","definition + \emph{}","[<cit.>]

The class  of inductively free arrangements 
is the smallest class of arrangements subject to


  (i) Φ_ℓ∈ for each ℓ≥ 0;

  (ii) if there exists a hyperplane H_0 ∈ such that both
' and ” belong to , and exp”⊆exp', 
then  also belongs to .

We denote by _ℓ the subclass of ℓ-arrangements in .","inductively free"
"inductively free","[{\cite[Def.\ 4.53]{orlik1992arrangements}}] \label{def:IF}
The class $\IFC$ of \emph{inductively free} arrangements is the smallest class of arrangements which satisfies
\begin{enumerate}
\item The empty arrangement $\emptA{\ell}$ of rank $\ell$ is in $\IFC$ for $\ell \geq 0$,
\item if there exists a hyperplane $H_0 \in \A$ such that $\A'' \in \IFC$, $\A' \in \IFC$, and
$\expAA{\A''} \subset \expAA{\A'}$, then $\A$ also belongs to $\IFC$. 
\end{enumerate}","1512.00867#1512.00867.tex","definition + \emph{}","[<cit.>] 
The class  of inductively free arrangements is the smallest class of arrangements which satisfies


  * The empty arrangement ℓ of rank ℓ is in  for ℓ≥ 0,

  * if there exists a hyperplane H_0 ∈ such that ”∈, ' ∈, and
”⊂', then  also belongs to . 
","inductively free"
"inflation","\label{prelim:def:inflation}
        Let $\pi \in S_n$, and let $\alp_1, \alp_2 \dots \alp_n$ be 
        permutations of any length. The \emph{inflation} of $\pi$ by the
        permutations $\alp_i$ is defined as the permutation obtained by replacing
        the $i$th entry of $\pi$ with an interval which is order isomorphic to
        the permutation $\alp_i$.  This inflation is denoted 
        $$ \pi[\alp_1, \alp_2, \dots \alp_n].$$","1410.2657#diss.tex","definition + \emph{}","
        Let π∈ S_n, and let _1, _2 …_n be 
        permutations of any length. The inflation of π by the
        permutations _i is defined as the permutation obtained by replacing
        the ith entry of π with an interval which is order isomorphic to
        the permutation _i.  This inflation is denoted 
        
    π[_1, _2, …_n].
","inflation"
"inflation","\label{infl}
Let $H$ be a graph and let $G$ be a cubic graph. Then $G$ is called an \textit{inflation} of $H$ if $G$ contains a 
2-factor $F$ consisting of chordless cycles such that the graph obtained from $G$ by contracting each cycle of $F$ to a vertex is isomorphic to $H$.
%Denote by $\mathbf{I}(H)$ the set of all inflations of $H$.","1507.07689#k,a,p-revised-2June.tex","definition + \textit{}","
Let H be a graph and let G be a cubic graph. Then G is called an inflation of H if G contains a 
2-factor F consisting of chordless cycles such that the graph obtained from G by contracting each cycle of F to a vertex is isomorphic to H.
","inflation"
"interlace polynomial","\label{interlace}The \emph{interlace polynomial} of a graph $G$ is
\[
q(G)=\sum_{S\subseteq V(G)}(x-1)^{\left\vert S\right\vert -\nu(G[S])}%
(y-1)^{\nu(G[S])}.
\]","1008.0091#dirint.tex","definition + \emph{}","The interlace polynomial of a graph G is

    q(G)=∑_S⊆ V(G)(x-1)^| S| -ν(G[S])
    (y-1)^ν(G[S]).
","interlace polynomial"
"interlace polynomial","\label{defq}Let $G$ be a graph. Then the \emph{interlace polynomial} of $G$ is%
\begin{align*}
q(G)  &  =\sum_{S\subseteq V(G)}(x-1)^{\left\vert S\right\vert -\nu
(\mathcal{A}(G[S]))}(y-1)^{\nu(\mathcal{A}(G[S]))}\\
&  =\sum_{S\subseteq V(G)}(x-1)^{\left\vert S\right\vert }\cdot\left(
\frac{y-1}{x-1}\right)  ^{\nu(\mathcal{A}(G[S]))},
\end{align*}
where $\nu$ denotes $GF(2)$-nullity.","1107.5493#bingraf7.tex","definition + \emph{}","Let G be a graph. Then the interlace polynomial of G is

    q(G)       =∑_S⊆ V(G)(x-1)^| S| -ν
    (𝒜(G[S]))(y-1)^ν(𝒜(G[S]))
         =∑_S⊆ V(G)(x-1)^| S|·(
    y-1/x-1)  ^ν(𝒜(G[S])),

where ν denotes GF(2)-nullity.","interlace polynomial"
"interlacement graph","The \emph{interlacement graph} of a 4-regular graph $F$ with respect to
an\ Euler system $C$ is the simple graph $\mathcal{I}(F,C)$ with
$V(\mathcal{I}(F,C))=V(F)$ and $E(\mathcal{I}(F,C))=\{vw$
%TCIMACRO{\TEXTsymbol{\vert} }%
%BeginExpansion
$\vert$
%EndExpansion
$v$ and $w$ are interlaced with respect to $C\}$. The \emph{interlacement
matrix} of $F$ with respect to $C$ is the adjacency matrix of this graph; when
no confusion can arise, we use $\mathcal{I}(C)$ to denote both the graph and
the matrix.","1101.1246#lcinvd.tex","definition + \emph{}","The interlacement graph of a 4-regular graph F with respect to
an Euler system C is the simple graph ℐ(F,C) with
V(ℐ(F,C))=V(F) and E(ℐ(F,C))={vw


|

v and w are interlaced with respect to C}. The interlacement
matrix of F with respect to C is the adjacency matrix of this graph; when
no confusion can arise, we use ℐ(C) to denote both the graph and
the matrix.","interlacement graph"
"interlacement graph","\label{intergraph} If $U$ has $c(U)$ connected components then the
\emph{interlacement graph} $\mathcal{I}(U,C)$ is obtained by adjoining
$c(U)-1$ free loops to the simple graph with vertex-set $V(U)$ and adjacency
matrix $I(U,C)$.","0901.1451#forjktr.tex","definition + \emph{}"," If U has c(U) connected components then the
interlacement graph ℐ(U,C) is obtained by adjoining
c(U)-1 free loops to the simple graph with vertex-set V(U) and adjacency
matrix I(U,C).","interlacement graph"
"interlaces","Let $p,q \in \R[z]$ be real-rooted polynomials given by $p(z) = C_1 \prod_{k=1}^n (z - \lambda_k)$ and $q(z) = C_2 \prod_{k=1}^m (z - \gamma_k)$, where $n$ and $m$ differ by at most 1 and $m \leq n$. We write $q \ll p$, or say $q$ \emph{interlaces} $p$, if $\lambda_1 \geq \gamma_1 \geq \lambda_2 \geq \gamma_2 \geq \cdots$.","1610.00805#Multivariate_Independence_Polynomials.tex","definition + \emph{}","Let p,q ∈[z] be real-rooted polynomials given by p(z) = C_1 ∏_k=1^n (z - λ_k) and q(z) = C_2 ∏_k=1^m (z - γ_k), where n and m differ by at most 1 and m ≤ n. We write q ≪ p, or say q interlaces p, if λ_1 ≥γ_1 ≥λ_2 ≥γ_2 ≥⋯.","interlaces"
"interlaces","Let $p$ and $q$ be real rooted polynomials with $\deg(p)=\deg(q)+1$. Denote the $i$-th largest root of $p$ and $q$ with $\lambda_i$ and $\mu_i$ respectively. We say $q$ \emph{interlaces} $p$ if $\lambda_i\ge\mu_i\ge\lambda_{i+1}$ for $1\leq i\leq\deg(q)$.","1904.03500#main.tex","definition + \emph{}","Let p and q be real rooted polynomials with (p)=(q)+1. Denote the i-th largest root of p and q with λ_i and μ_i respectively. We say q interlaces p if λ_i≥μ_i≥λ_i+1 for 1≤ i≤(q).","interlaces"
"interlacing family","Let $\calF$ be a family of real rooted polynomials indexed by $\{0,1\}^m$. We call $\calF$ an \emph{interlacing family} if the polynomial given by $\E_{(\bs_1,\bs_2,\ldots,\bs_m)\sim\calD} \left[p_{s_1,s_2,\ldots,s_m}\right]$ is real rooted for all product distributions $\calD$ over $\{0,1\}^m$.","1904.03500#main.tex","definition + \emph{}","Let  be a family of real rooted polynomials indexed by {0,1}^m. We call  an interlacing family if the polynomial given by _(_1,_2,…,_m)∼[p_s_1,s_2,…,s_m] is real rooted for all product distributions  over {0,1}^m.","interlacing family"
"interlacing family","\label{def:family}
Let $S_{1}, \dots , S_{m}$ be finite sets and for every assignment $s_{1}, \dots, s_{m} \in S_{1} \times \dots \times S_{m}$
  let $f_{s_{1}, \dots , s_{m}} (x)$ be a real-rooted degree $n$ polynomial with positive leading coefficient.
For a partial assignment $s_1, \dots, s_k \in S_1 \times \ldots \times S_k$ with $k < m$, define
\[
  f_{s_{1},\dots , s_{k}} \defeq
\sum_{s_{k+1} \in S_{k+1}, \dots , s_{m} \in S_{m}}
  f_{s_{1}, \dots ,s_{k}, s_{k+1}, \dots , s_{m}},
\]
as well as
\[
  f_{\emptyset} \defeq \sum_{s_{1} \in S_{1}, \dots , s_{m} \in S_{m}}
  f_{s_{1}, \dots , s_{m}}.
\]

We say that the polynomials $\{f_{s_{1}, \dots , s_{m}} \}_{s_{1}, \dots , s_{m}}$
  form an \textit{interlacing family} if for all $k=0,\ldots, m-1$, and all
  $s_{1}, \dots, s_{k} \in S_{1} \times \dots \times S_{k}$,
  the polynomials
\[
  \{f_{s_{1}, \dots , s_{k},t}\}_{t\in S_{k+1}}
\]
have a common interlacing.","1304.4132#IF1.tex","definition + \textit{}","
Let S_1, … , S_m be finite sets and for every assignment s_1, …, s_m∈ S_1×…× S_m
  let f_s_1, … , s_m (x) be a real-rooted degree n polynomial with positive leading coefficient.
For a partial assignment s_1, …, s_k ∈ S_1 ×…× S_k with k < m, define

    f_s_1,… , s_k∑_s_k+1∈ S_k+1, … , s_m∈ S_m
      f_s_1, … ,s_k, s_k+1, … , s_m,

as well as

    f_∅∑_s_1∈ S_1, … , s_m∈ S_m
      f_s_1, … , s_m.


We say that the polynomials {f_s_1, … , s_m}_s_1, … , s_m
  form an interlacing family if for all k=0,…, m-1, and all
  s_1, …, s_k∈ S_1×…× S_k,
  the polynomials

    {f_s_1, … , s_k,t}_t∈ S_k+1

have a common interlacing.","interlacing family"
"internally active;externally active","Let $G = (V,E)$ be a graph with a total order on $E$, and $F$ be a maximal spanning forest of $G$.  We say that an edge $e \in E$ is \index{spanning forest}
\begin{itemize}
\item  \emph{internally active} ($e \in \mathrm I(F)$) with respect to $F$ if $e\in F$ and it is the smallest edge in $U_F(e)$,
\item \emph{externally active} ($e \in \mathrm E(F)$) with respect to $F$ if $e\not\in F$ and it is the smallest edge in $Z_F(e)$.



\end{itemize}
We note that all bridges are internally active and all loops are externally active.","1906.02781#tutteactivitieschapter_final_.tex","definition + \emph{}","Let G = (V,E) be a graph with a total order on E, and F be a maximal spanning forest of G.  We say that an edge e ∈ E is spanning forest


  * internally active (e ∈I(F)) with respect to F if e∈ F and it is the smallest edge in U_F(e),

  * externally active (e ∈E(F)) with respect to F if e∉F and it is the smallest edge in Z_F(e).




We note that all bridges are internally active and all loops are externally active.","internally active;externally active"
"internally active;externally active","Let $B$ be a basis of the matroid $M=([n],\B)$. An element $i \in B$ is said to be \emph{internally active} with respect to $B$ if $i<j$ for all $j \notin B$ such that $B - i \cup j \in \B$. Similarly, an element $i \notin B$ is said to be \emph{externally active} with respect to $B$ if $i<j$ for all $j \in B$ such that $B - j \cup i \in \B$. Let $I(B)$ and $E(B)$ be the sets of internally and externally active elements with respect to $B$.","0710.4424#matroidsubdivsfinal.tex","definition + \emph{}","Let B be a basis of the matroid M=([n],). An element i ∈ B is said to be internally active with respect to B if i<j for all j ∉ B such that B - i ∪ j ∈. Similarly, an element i ∉ B is said to be externally active with respect to B if i<j for all j ∈ B such that B - j ∪ i ∈. Let I(B) and E(B) be the sets of internally and externally active elements with respect to B.","internally active;externally active"
"internally spanned","A set $U\subset[n]$ is \emph{internally spanned} by $G$ if the double graph $G^U:=(U,E_1^U,E_2^U)$ percolates, where $E_i^U$ is the edge set of the induced subgraph of $G_i$ on vertex set $U$, for $i=1,2$ (that is, $E_i^U:=E\big(G_i[U]\big)$). We write $I(G,m)$ for the event that $V(G)$ contains an internally spanned set of size at least $m$.","1503.05186#jigsaw.tex","definition + \emph{}","A set U⊂[n] is internally spanned by G if the double graph G^U:=(U,E_1^U,E_2^U) percolates, where E_i^U is the edge set of the induced subgraph of G_i on vertex set U, for i=1,2 (that is, E_i^U:=E(G_i[U])). We write I(G,m) for the event that V(G) contains an internally spanned set of size at least m.","internally spanned"
"internally spanned","\label{def:ispan}
A droplet $D$ is said to be \emph{internally spanned} if there exists a set $L \subset [D \cap A]$ that is connected in the graph $\Z^2$, and such that $D=D(L)$. We write $\ispan(D)$ for the event that $D$ is internally spanned.","1603.05237#duarte_revised.tex","definition + \emph{}","
A droplet D is said to be internally spanned if there exists a set L ⊂ [D ∩ A] that is connected in the graph ^2, and such that D=D(L). We write (D) for the event that D is internally spanned.","internally spanned"
