dd_page_title,term,definition,def_page_title,categories,plain_text_definition
Definition:Left,Left,"Let $\mathcal R \subseteq S \times T$ be a relation.


Then $\mathcal R$ is left-total  if and only if :
:$\forall s \in S: \exists t \in T: \left( s, t \right) \in \mathcal R$


That is,  if and only if  every element of $S$ relates to some element of $T$.",Definition:Left-Total Relation,"['Definitions/Relation Theory', 'Definitions/Left-Total Relations']","Let ℛ⊆ S × T be a relation.


Then ℛ is left-total  if and only if :
:∀ s ∈ S: ∃ t ∈ T: ( s, t ) ∈ℛ


That is,  if and only if  every element of S relates to some element of T."
Definition:Left,Left,"Let $\mathcal R \subseteq S \times S$ be a relation in $S$.


$\mathcal R$ is left-Euclidean  if and only if :

:$\left( x, z \right) \in \mathcal R \land \left( y, z \right) \in \mathcal R \implies \left( x, y \right) \in \mathcal R$",Definition:Euclidean Relation/Left-Euclidean,['Definitions/Euclidean Relations'],"Let ℛ⊆ S × S be a relation in S.


ℛ is left-Euclidean  if and only if :

:( x, z ) ∈ℛ( y, z ) ∈ℛ( x, y ) ∈ℛ"
Definition:Left,Left,"Let $\left( S, \preccurlyeq \right)$ be an ordered set.

Let $a, b \in S$.


The left half-open interval between $a$ and $b$ is the set:

:$\left( a \,.\,.\,   \right]b := a^\succ \cap b^\preccurlyeq = \left\lbrace s \in S: \left( a \prec s \right) \land \left( s \preccurlyeq b \right)  \right\rbrace$

where:
:$a^\succ$ denotes the strict upper closure of $a$
:$b^\preccurlyeq$ denotes the lower closure of $b$.",Definition:Interval/Ordered Set/Left Half-Open,['Definitions/Intervals'],"Let ( S, ≼) be an ordered set.

Let a, b ∈ S.


The left half-open interval between a and b is the set:

:( a  . . ]b := a^≻∩ b^≼ = { s ∈ S: ( a ≺ s ) ( s ≼ b )  }

where:
:a^≻ denotes the strict upper closure of a
:b^≼ denotes the lower closure of b."
Definition:Left,Left,"Let $\left( a \,.\,.\,   \right)b$ be an open real interval.

Let $f: \left( a \,.\,.\,   \right)b \to \mathbb R$ be a real function.

Let $L \in \mathbb R$.


Suppose that:
:$\forall \epsilon \in \mathbb R_{>0}: \exists \delta \in \mathbb R_{>0}: \forall x \in \mathbb R: b - \delta < x < b \implies \left\lvert f \left(   \right)x - L \right\rvert < \epsilon$

where $\mathbb R_{>0}$ denotes the set of strictly positive real numbers.

That is, for every real strictly positive $\epsilon$ there exists a real strictly positive $\delta$ such that every real number in the domain of $f$, less than $b$ but within $\delta$ of $b$, has an image within $\epsilon$ of $L$.


:

Then $f \left(   \right)x$ is said to tend to the limit $L$ as $x$ tends to $b$ from the left, and we write:
:$f \left(   \right)x \to L$ as $x \to b^-$
or
:$\ds \lim_{x \mathop \to b^-} f \left(   \right)x = L$


This is voiced:
:the limit of $f \left(   \right)x$ as $x$ tends to $b$ from the left
and such an $L$ is called:
:a limit from the left.",Definition:Limit of Real Function/Left,['Definitions/Limits of Real Functions'],"Let ( a  . . )b be an open real interval.

Let f: ( a  . . )b →ℝ be a real function.

Let L ∈ℝ.


Suppose that:
:∀ϵ∈ℝ_>0: ∃δ∈ℝ_>0: ∀ x ∈ℝ: b - δ < x < b | f (   )x - L | < ϵ

where ℝ_>0 denotes the set of strictly positive real numbers.

That is, for every real strictly positive ϵ there exists a real strictly positive δ such that every real number in the domain of f, less than b but within δ of b, has an image within ϵ of L.


:

Then f (   )x is said to tend to the limit L as x tends to b from the left, and we write:
:f (   )x → L as x → b^-
or
:lim_x → b^- f (   )x = L


This is voiced:
:the limit of f (   )x as x tends to b from the left
and such an L is called:
:a limit from the left."
Definition:Left,Left,"Let $V$ be a vector space over the real numbers $\mathbb R$.

Let $f: \mathbb R \to V$ be a function.


A left difference quotient is an expression of the form:
:$\dfrac {f \left(   \right){x + h} - f \left(   \right)x} h$
where $h < 0$ is a strictly negative real number.",Definition:Difference Quotient/Left,['Definitions/Difference Quotients'],"Let V be a vector space over the real numbers ℝ.

Let f: ℝ→ V be a function.


A left difference quotient is an expression of the form:
:f (   )x + h - f (   )x h
where h < 0 is a strictly negative real number."
Definition:Left,Left,"Let $f: \mathbb R \to \mathbb R$ be a real function.


The left-hand derivative of $f$ is defined as the left-hand limit:
:$\ds f'_- \left(   \right)x = \lim_{h \mathop \to 0^-} \frac {f \left(   \right){x + h} - f \left(   \right)x} h$

If the left-hand derivative exists, then $f$ is said to be left-hand differentiable at $x$.",Definition:Left-Hand Derivative/Real Function,['Definitions/Derivatives'],"Let f: ℝ→ℝ be a real function.


The left-hand derivative of f is defined as the left-hand limit:
:f'_- (   )x = lim_h → 0^-f (   )x + h - f (   )x/h

If the left-hand derivative exists, then f is said to be left-hand differentiable at x."
Definition:Left,Left,"Let $a, b \in \mathbb R$ be real numbers.


The left half-open (real) interval from $a$ to $b$ is the subset:
:$\left( a \,.\,.\,   \right]b := \left\lbrace x \in \mathbb R: a < x \le b \right\rbrace$",Definition:Real Interval/Half-Open/Left,[],"Let a, b ∈ℝ be real numbers.


The left half-open (real) interval from a to b is the subset:
:( a  . . ]b := { x ∈ℝ: a < x ≤ b }"
Definition:Left,Left,"Let $\left( S, \circ \right)$ be an algebraic structure.

An element $z_L \in S$ is called a left zero element (or just left zero)  if and only if :
:$\forall x \in S: z_L \circ x = z_L$",Definition:Left Zero,['Definitions/Zero Elements'],"Let ( S, ∘) be an algebraic structure.

An element z_L ∈ S is called a left zero element (or just left zero)  if and only if :
:∀ x ∈ S: z_L ∘ x = z_L"
Definition:Left,Left,"Let $\left( S, \circ \right)$ be an algebraic structure.

An element $e_L \in S$ is called a left identity (element)  if and only if :
:$\forall x \in S: e_L \circ x = x$",Definition:Identity (Abstract Algebra)/Left Identity,['Definitions/Identity Elements'],"Let ( S, ∘) be an algebraic structure.

An element e_L ∈ S is called a left identity (element)  if and only if :
:∀ x ∈ S: e_L ∘ x = x"
Definition:Left,Left,"Let $S$ be a set.

For any $x, y \in S$, the left operation on $S$ is the binary operation defined as:
:$\forall x, y \in S: x \gets y = x$",Definition:Left Operation,"['Definitions/Abstract Algebra', 'Definitions/Left Operation']","Let S be a set.

For any x, y ∈ S, the left operation on S is the binary operation defined as:
:∀ x, y ∈ S: x  y = x"
Definition:Left,Left,"Let $S$ be a set on which is defined two binary operations, defined on all the elements of $S \times S$, denoted here as $\circ$ and $*$.

The operation $\circ$ is left distributive over the operation $*$  if and only if :

:$\forall a, b, c \in S: a \circ \left( b * c \right) = \left( a \circ b \right) * \left( a \circ c \right)$",Definition:Distributive Operation/Left,['Definitions/Distributive Operations'],"Let S be a set on which is defined two binary operations, defined on all the elements of S × S, denoted here as ∘ and *.

The operation ∘ is left distributive over the operation *  if and only if :

:∀ a, b, c ∈ S: a ∘( b * c ) = ( a ∘ b ) * ( a ∘ c )"
Definition:Left,Left,"Let $\left( S, \circ \right)$ be a magma. 


$\left( S, \circ \right)$ is a left quasigroup  if and only if :
:for all $a \in S$, the left regular representation $\lambda_a$ is a permutation on $S$.

That is:
:$\forall a, b \in S: \exists ! x \in S: a \circ x = b$",Definition:Quasigroup/Left Quasigroup,['Definitions/Quasigroups'],"Let ( S, ∘) be a magma. 


( S, ∘) is a left quasigroup  if and only if :
:for all a ∈ S, the left regular representation λ_a is a permutation on S.

That is:
:∀ a, b ∈ S: ∃ ! x ∈ S: a ∘ x = b"
Definition:Left,Left,"Let $x$ and $y$ be elements which are operated on by a given operation $\circ$.

The left-hand product of $x$ by $y$ is the product $y \circ x$.",Definition:Operation/Binary Operation/Product/Left,['Definitions/Operations'],"Let x and y be elements which are operated on by a given operation ∘.

The left-hand product of x by y is the product y ∘ x."
Definition:Left,Left,"Let $\left( S, \circ, \preceq \right)$ be a positively totally ordered semigroup.


Then $\left( S, \circ, \preceq \right)$ is a left naturally totally ordered semigroup  if and only if :

:$a \prec b \implies \exists x \in S: b = x \circ a$",Definition:Left Naturally Totally Ordered Semigroup,['Definitions/Naturally Ordered Semigroup'],"Let ( S, ∘, ≼) be a positively totally ordered semigroup.


Then ( S, ∘, ≼) is a left naturally totally ordered semigroup  if and only if :

:a ≺ b ∃ x ∈ S: b = x ∘ a"
Definition:Left,Left,"Let $\left( S, \circ \right)$ be an algebraic structure.

Let $\left( H, \circ \right)$ be a subgroup of $\left( S, \circ \right)$.


The left coset of $x$ modulo $H$, or left coset of $H$ by $x$, is:

:$x \circ H = \left\lbrace y \in S: \exists h \in H: y = x \circ h \right\rbrace$


That is, it is the subset product with singleton:

:$x \circ H = \left\lbrace x \right\rbrace \circ H$",Definition:Coset/Left Coset,['Definitions/Cosets'],"Let ( S, ∘) be an algebraic structure.

Let ( H, ∘) be a subgroup of ( S, ∘).


The left coset of x modulo H, or left coset of H by x, is:

:x ∘ H = { y ∈ S: ∃ h ∈ H: y = x ∘ h }


That is, it is the subset product with singleton:

:x ∘ H = { x }∘ H"
Definition:Left,Left,"Let $G$ be a group.

Let $H$ be a subgroup of $G$.


The left coset space (of $G$ modulo $H$) is the quotient set of $G$ by left congruence modulo $H$, denoted $G / H^l$.

It is the set of all the left cosets of $H$ in $G$.

 ",Definition:Coset Space/Left Coset Space,['Definitions/Cosets'],"Let G be a group.

Let H be a subgroup of G.


The left coset space (of G modulo H) is the quotient set of G by left congruence modulo H, denoted G / H^l.

It is the set of all the left cosets of H in G.

 "
Definition:Left,Left,"Let $G$ be a group.

Let $H$ be a subgroup of $G$.

Let $S \subseteq G$ be a subset of $G$.


$S$ is a left transversal for $H$ in $G$  if and only if  every left coset of $H$ contains exactly one element of $S$.",Definition:Transversal (Group Theory)/Left Transversal,['Definitions/Transversals (Group Theory)'],"Let G be a group.

Let H be a subgroup of G.

Let S ⊆ G be a subset of G.


S is a left transversal for H in G  if and only if  every left coset of H contains exactly one element of S."
Definition:Left,Left,"Let $X$ be a set.

Let $\left( G, \circ \right)$ be a group whose identity is $e$.


A (left) group action is an operation $\phi: G \times X \to X$ such that:

:$\forall \left( g, x \right) \in G \times X: g * x := \phi \left(   \right){g, x} \in X$

in such a way that the group action axioms are satisfied:
 ",Definition:Group Action/Left Group Action,['Definitions/Group Actions'],"Let X be a set.

Let ( G, ∘) be a group whose identity is e.


A (left) group action is an operation ϕ: G × X → X such that:

:∀( g, x ) ∈ G × X: g * x := ϕ(   )g, x∈ X

in such a way that the group action axioms are satisfied:
 "
Definition:Left,Left,"Let $\left( G, \circ \right)$ be a group.

Let $\mathcal P \left( G \right)$ be the power set of $G$.


The (left) subset product action of $G$ is the group action $*: G \times \mathcal P \left( G \right) \to \mathcal P \left( G \right)$:
:$\forall g \in G, S \in \mathcal P \left( G \right): g * S = g \circ S$",Definition:Subset Product Action/Left,['Definitions/Subset Product Action'],"Let ( G, ∘) be a group.

Let 𝒫( G ) be the power set of G.


The (left) subset product action of G is the group action *: G ×𝒫( G ) →𝒫( G ):
:∀ g ∈ G, S ∈𝒫( G ): g * S = g ∘ S"
Definition:Left,Left,"Let $G$ be a group.

Let $H$ be a subgroup of $G$.


We can use $H$ to define a relation on $G$ as follows:

:$\mathcal R^l_H := \left\lbrace \left( x, y \right) \in G \times G: x^{-1} y \in H \right\rbrace$

This is called left congruence modulo $H$.",Definition:Congruence Modulo Subgroup/Left Congruence,['Definitions/Congruence Modulo Subgroup'],"Let G be a group.

Let H be a subgroup of G.


We can use H to define a relation on G as follows:

:ℛ^l_H := {( x, y ) ∈ G × G: x^-1 y ∈ H }

This is called left congruence modulo H."
Definition:Left,Left,"Let $\left( R, +, \circ \right)$ be a ring.


A left zero divisor (in $R$) is an element $x \in R$ such that:
:$\exists y \in R^*: x \circ y = 0_R$

where $R^*$ is defined as $R \setminus \left\lbrace 0_R \right\rbrace$.",Definition:Left Zero Divisor,['Definitions/Zero Divisors'],"Let ( R, +, ∘) be a ring.


A left zero divisor (in R) is an element x ∈ R such that:
:∃ y ∈ R^*: x ∘ y = 0_R

where R^* is defined as R ∖{ 0_R }."
Definition:Left,Left,"Let $R$ be a ring.

Let $M$ be an abelian group.

Let $\circ : R \times M \to M$ be a mapping from the cartesian product $R \times M$.


$\circ$ is a left linear ring action of $R$ on $M$  if and only if  $\circ$ satisfies the left ring action axioms:
 ",Definition:Linear Ring Action/Left,['Definitions/Linear Ring Actions'],"Let R be a ring.

Let M be an abelian group.

Let ∘ : R × M → M be a mapping from the cartesian product R × M.


∘ is a left linear ring action of R on M  if and only if  ∘ satisfies the left ring action axioms:
 "
Definition:Left,Left,"Let $R$ be a ring.


A left ideal $J$ of $R$ is a maximal left ideal  if and only if :

:$(1): \quad J \subsetneq R$
:$(2): \quad$ There is no left ideal $K$ of $R$ such that $J \subsetneq K \subsetneq R$.


Category:Definitions/Maximal Ideals of Rings",Definition:Maximal Ideal of Ring/Left,['Definitions/Maximal Ideals of Rings'],"Let R be a ring.


A left ideal J of R is a maximal left ideal  if and only if :

:(1):    J ⊊ R
:(2): There is no left ideal K of R such that J ⊊ K ⊊ R.


Category:Definitions/Maximal Ideals of Rings"
Definition:Left,Left,"Let $\left( R, +_R, \times_R \right)$ be a ring.

Let $\left( G, +_G \right)$ be an abelian group.


A left module over $R$ is an $R$-algebraic structure $\left( G, +_G, \circ \right)_R$ with one operation $\circ$, the (left) ring action, which satisfies the left module axioms:
 ",Definition:Left Module,"['Definitions/Left Modules', 'Definitions/Module Theory']","Let ( R, +_R, ×_R ) be a ring.

Let ( G, +_G ) be an abelian group.


A left module over R is an R-algebraic structure ( G, +_G, ∘)_R with one operation ∘, the (left) ring action, which satisfies the left module axioms:
 "
Definition:Left,Left,"Let $R$ be a ring.

Let $\mathbf A$ be a matrix in the matrix space $\mathcal M_{m, n}  \left(   \right)R$.

Let $\mathbf A^\intercal$ be the transpose of $\mathbf A$.

The left null space $\mathbf A$ is defined as the null space of $\mathbf A^\intercal$.",Definition:Left Null Space,"['Definitions/Linear Algebra', 'Definitions/Null Spaces']","Let R be a ring.

Let 𝐀 be a matrix in the matrix space ℳ_m, n(   )R.

Let 𝐀^⊺ be the transpose of 𝐀.

The left null space 𝐀 is defined as the null space of 𝐀^⊺."
Definition:Left,Left,"Let $R$ be a ring.


The category of left $R$-modules is the category $\mathbf {R-Mod}$ with:

 ",Definition:Category of Left Modules,"['Definitions/Examples of Categories', 'Definitions/Module Theory']","Let R be a ring.


The category of left R-modules is the category 𝐑-𝐌𝐨𝐝 with:

 "
Definition:Left,Left,"A Cartesian plane is defined as being left-handed if it has the following property:

Let a left hand be placed, with palm uppermost, such that the thumb points along the $x$-axis in the positive direction, such that the thumb and index finger are at right-angles to each other.

Then the index finger is pointed along the $y$-axis in the positive direction.


:",Definition:Orientation of Coordinate Axes/Cartesian Plane/Left-Handed,['Definitions/Orientation (Coordinate Axes)'],"A Cartesian plane is defined as being left-handed if it has the following property:

Let a left hand be placed, with palm uppermost, such that the thumb points along the x-axis in the positive direction, such that the thumb and index finger are at right-angles to each other.

Then the index finger is pointed along the y-axis in the positive direction.


:"
