term,def,file_name,extraction_rule,plain_text_def,plain_text_term,mentioned_proofwiki_terms
morphism;isomorphism,"[\cite{Ass15}]
  A \emph{morphism} between two signed, colored graphs of type $(n,N)$ satisfying dual equivalence graph axiom $1$, say $\G=(V,\sigma,E)$ and $\mathcal{H}=(W,\tau,F)$, is a map $\phi : V \rightarrow W$ such that 
  \begin{itemize}
  \item for every $1 \leq i < N$, we have $\sigma(v)_i = \tau(\phi(v))_i$, and
  \item for every $1 < i < n$, if $\{u,v\} \in E_i$, then $\{\phi(u),\phi(v)\} \in F_i$.
  \end{itemize}
  A morphism is an \emph{isomorphism} if it is a bijection on vertex sets.
\label{def:isomorphism}",1704.07039#part2.tex,definition + \emph{},"[<cit.>]
  A morphism between two signed, colored graphs of type (n,N) satisfying dual equivalence graph axiom 1, say =(V,σ,E) and ℋ=(W,τ,F), is a map ϕ : V → W such that 
  
  
  * for every 1 ≤ i < N, we have σ(v)_i = τ(ϕ(v))_i, and
  
  * for every 1 < i < n, if {u,v}∈ E_i, then {ϕ(u),ϕ(v)}∈ F_i.
  
  A morphism is an isomorphism if it is a bijection on vertex sets.
",morphism;isomorphism,['Isomorphism']
morphism;isomorphism,"A \emph{morphism} between two signed, colored graphs of type
  $(n,N)$, say $\G=(V,\sigma,E)$ and $\mathcal{H}=(W,\tau,F)$, is a
  map $\phi : V \rightarrow W$ such that for every $u,v \in V$
  \begin{itemize}
  \item for every $1 \leq i < N$, we have $\sigma(v)_i =
    \tau(\phi(v))_i$, and 
  \item for every $1 < i < n$, if $\{u,v\} \in E_i$, then
    $\{\phi(u),\phi(v)\} \in F_i$.
  \end{itemize}
  A morphism is an \emph{isomorphism} if it is a bijection on vertex
  sets.
\label{defn:isomorphism}",1005.3759#positivity.tex,definition + \emph{},"A morphism between two signed, colored graphs of type
  (n,N), say =(V,σ,E) and ℋ=(W,τ,F), is a
  map ϕ : V → W such that for every u,v ∈ V
  
  
  * for every 1 ≤ i < N, we have σ(v)_i =
    τ(ϕ(v))_i, and 
  
  * for every 1 < i < n, if {u,v}∈ E_i, then
    {ϕ(u),ϕ(v)}∈ F_i.
  
  A morphism is an isomorphism if it is a bijection on vertex
  sets.
",morphism;isomorphism,['Isomorphism']
multi-homomorphism;test object;target object,"Let $A$ and $B$ be finite sets.  
Let $M:=\{ \phi:A\rightarrow B \}$  be a collection of set maps called homomorphisms.  
Let $P(A,B)$ be the polyhedral cell complex $\prod_{i\in A}\Delta_B$, where $\Delta_B$ is the simplex with vertices labeled by elements of $B$.  
We record a face of $P(A,B)$ by an $|A|$-tuple of the form $X=(X_i)_{i\in A}$, with each $\emptyset \neq X_i\subseteq B$.
The faces are partially ordered by $X\leq Y$ if and only if $X_i\subseteq Y_i$ for all $i\in A$.  
The \emph{homomorphism complex} $\mathrm{HOM}_M(A,B)$ is the subcomplex of $P(A,B)$ consisting of all cells labeled by $(W_i)_{i\in A}\in P(A,B)$ such that if $\psi:A\rightarrow B$ satisfies $\psi(i)\in W_i$ for all $i\in A$ then $\psi\in M$.  
We call such a $(W_i)_{i\in A}\in P(A,B)$ a \textit{multi-homomorphism} , and we call $A$ the \textit{test object} and $B$ the \textit{target object} for the complex.",1103.1275#BraunBrowderKlee_Resolutions_Email.tex,definition + \textit{},"Let A and B be finite sets.  
Let M:={ϕ:A→ B }  be a collection of set maps called homomorphisms.  
Let P(A,B) be the polyhedral cell complex ∏_i∈ AΔ_B, where Δ_B is the simplex with vertices labeled by elements of B.  
We record a face of P(A,B) by an |A|-tuple of the form X=(X_i)_i∈ A, with each ∅≠ X_i⊆ B.
The faces are partially ordered by X≤ Y if and only if X_i⊆ Y_i for all i∈ A.  
The homomorphism complex HOM_M(A,B) is the subcomplex of P(A,B) consisting of all cells labeled by (W_i)_i∈ A∈ P(A,B) such that if ψ:A→ B satisfies ψ(i)∈ W_i for all i∈ A then ψ∈ M.  
We call such a (W_i)_i∈ A∈ P(A,B) a multi-homomorphism , and we call A the test object and B the target object for the complex.",multi-homomorphism;test object;target object,['Homomorphism']
multi-homomorphism;test object;target object,"Let $A$ and $B$ be finite sets.  
  Let $M$  be a collection of maps from $A$ to $B$ called homomorphisms.  
  Let $P(A,B)$ be the polyhedral cell complex $\prod_{i\in A}\Delta_B$, where $\Delta_B$ is the simplex with vertices labeled by elements of $B$.  
  We record a face of $P(A,B)$ by an $|A|$-tuple of the form $X=(X_i)_{i\in A}$, with each $\emptyset \neq X_i\subseteq B$.
  The \emph{homomorphism complex} $\Hom_M(A,B)$ is the subcomplex of $P(A,B)$ consisting of all cells labeled by $(W_i)_{i\in A}\in P(A,B)$ satisfying the following property: if $\eta:A\rightarrow B$ is such that $\eta(i)\in W_i$ for all $i\in A$, then $\eta\in M$.  
  We call such a $(W_i)_{i\in A}\in P(A,B)$ a \textit{multi-homomorphism} , and we call $A$ the \textit{test object} and $B$ the \textit{target object} for the complex.
  The faces of $\Hom_M(A,B)$ are partially ordered by $X\leq Y$ if and only if $X_i\subseteq Y_i$ for all $i\in A$.",1812.07335#Braun_Hough_PosetHomChainsProject.tex,definition + \textit{},"Let A and B be finite sets.  
  Let M  be a collection of maps from A to B called homomorphisms.  
  Let P(A,B) be the polyhedral cell complex ∏_i∈ AΔ_B, where Δ_B is the simplex with vertices labeled by elements of B.  
  We record a face of P(A,B) by an |A|-tuple of the form X=(X_i)_i∈ A, with each ∅≠ X_i⊆ B.
  The homomorphism complex _M(A,B) is the subcomplex of P(A,B) consisting of all cells labeled by (W_i)_i∈ A∈ P(A,B) satisfying the following property: if η:A→ B is such that η(i)∈ W_i for all i∈ A, then η∈ M.  
  We call such a (W_i)_i∈ A∈ P(A,B) a multi-homomorphism , and we call A the test object and B the target object for the complex.
  The faces of _M(A,B) are partially ordered by X≤ Y if and only if X_i⊆ Y_i for all i∈ A.",multi-homomorphism;test object;target object,['Homomorphism']
multiplicity,"Let $\sigma=\mathbb{R}_{\geq0}\mathbf{n}_{1}+\mathbb{R}_{\geq0}\mathbf{n}_{2}$
be an $N$-cone with $\mathbf{n}_{1},\mathbf{n}_{2}$ as minimal generators. The
\textit{multiplicity} of $\sigma$ is the positive integer%
\begin{equation}
\text{mult}_{N}(\sigma):=\frac{\left \vert \det(\mathbf{n}_{1},\mathbf{n}%
_{2})\right \vert }{\det(N)}=\frac{\det(N^{\prime})}{\det(N)}=\sharp(\Pi \cap
N), \label{MULTDEF}%
\end{equation}
where $\Pi:=\left \{  \xi_{1}\mathbf{n}_{1}+\xi_{2}\mathbf{n}_{2}\left \vert
\xi_{1},\xi_{2}\in \left[  0,1\right)  \right.  \right \}  $ and $N^{\prime}$
the sublattice of $N$ having $\{ \mathbf{n}_{1},\mathbf{n}_{2}\}$ as basis (see
Proposition \ref{parallepiped}).",1806.08351#Twelveptthm.tex,definition + \textit{},"Let σ=ℝ_≥0𝐧_1+ℝ_≥0𝐧_2
be an N-cone with 𝐧_1,𝐧_2 as minimal generators. The
multiplicity of σ is the positive integer

    mult_N(σ):=|(𝐧_1,𝐧
    _2)|/(N)=(N^')/(N)=♯(Π∩
    N),

where Π:={ξ_1𝐧_1+ξ_2𝐧_2|ξ_1,ξ_2∈[  0,1)  .  } and N^'
the sublattice of N having {𝐧_1,𝐧_2} as basis (see
Proposition <ref>).",multiplicity,['Multiplicity']
multiplicity,"\label{def:multiplicity}
		The $\emph{multiplicity}$ of a theta characteristic class $\theta$ on a tropical plane curve is the number of effective theta characteristic classes in its preimage ${\phi_*}^{-1}(\theta)$.",1710.10126#non-smooth_quartics.tex,definition + \emph{},"
		The multiplicity of a theta characteristic class θ on a tropical plane curve is the number of effective theta characteristic classes in its preimage ϕ_*^-1(θ).",multiplicity,['Multiplicity']
mutation of a chord diagram,A \textit{mutation of a chord diagram} is another chord diagram obtained by a rotation/reflection of a share.,0704.1313#Mutants-04-10-07.tex,definition + \textit{},A mutation of a chord diagram is another chord diagram obtained by a rotation/reflection of a share.,mutation of a chord diagram,['Diagram']
mutation of a chord diagram,"A \textit{mutation of a chord diagram} is another chord diagram obtained by a rotation/reflection of a share;
see Fig.~\ref{fm}.",1307.4933#SignedCycles14Final.tex,definition + \textit{},"A mutation of a chord diagram is another chord diagram obtained by a rotation/reflection of a share;
see Fig. <ref>.",mutation of a chord diagram,['Diagram']
narrow,"Let $F$ be a finite shard sheaf on $M_\bR$ of height $h$, and let $\sigma$ be an $h$-dimensional cone in $N_\bR$.  Then $\sigma$ is \emph{narrow} relative to $F$ if for any point $x \in M_\bR$ we either have $\{x\} \times -\sigma \subset \SS(F)$ or $\{x\} \times -\sigma^\circ \cap \SS(F) = \varnothing$.",1007.0053#1007.0053.tex,definition + \emph{},"Let F be a finite shard sheaf on M_ of height h, and let σ be an h-dimensional cone in N_.  Then σ is narrow relative to F if for any point x ∈ M_ we either have {x}× -σ⊂(F) or {x}× -σ^∘∩(F) = ∅.",narrow,"['Row', 'Arrow']"
narrow,"\label{narrowdef}
A connected graph $G$ is \emph{narrow} if for every $v \in V(G)$ and
every longest shortest path $P$ of $G$, either $v \in V(P)$ or
$\{v,w\} \in E(G)$ for some $w \in V(P)$.",1306.5149#closed1a.tex,definition + \emph{},"
A connected graph G is narrow if for every v ∈ V(G) and
every longest shortest path P of G, either v ∈ V(P) or
{v,w}∈ E(G) for some w ∈ V(P).",narrow,"['Row', 'Arrow']"
nearly even branching property at $w$,"\cite[Definition 2.3]{HmM}\label{NEBtree}
Let $T$ be a tree on $n$ vertices, and $w$ be a vertex of $T$. $T$ is defined to have \textit{nearly even branching property at $w$} (in short, $T$ is {\it NEB at $w$}) as follows. If $n=1$, $T$ is NEB at $w$.  If $n\geq 2$, $T$ is NEB at $w$ if the following conditions are satisfied:
\begin{itemize}
\item[(i)] $T(w)$ has exactly one odd component if $n$ is even, and $T(w)$ has no odd component if $n$ is odd; and
\item[(ii)] for each neighbor $v$ of $w$ in $T$, $T_v(w)$ is NEB at $v$. 
\end{itemize}",1602.03590#1602.03590.tex,definition + \textit{},"<cit.>
Let T be a tree on n vertices, and w be a vertex of T. T is defined to have nearly even branching property at w (in short, T is NEB at w) as follows. If n=1, T is NEB at w.  If n≥ 2, T is NEB at w if the following conditions are satisfied:


  (i) T(w) has exactly one odd component if n is even, and T(w) has no odd component if n is odd; and

  (ii) for each neighbor v of w in T, T_v(w) is NEB at v. 
",nearly even branching property at w,"['Branch', 'Proper']"
nearly even branching property at $w$,"\label{NEBtree}
Let $T$ be a tree on $n$ vertices, and $w$ be a vertex of $T$. $T$ is defined to have \textit{nearly even branching property at $w$} (in short, $T$ is {\it NEB at $w$}) as follows. If $n=1$, $T$ is NEB at $w$.  If $n\geq 2$, $T$ is NEB at $w$ if the following conditions are satisfied:
\begin{itemize}
\item[(i)] $T(w)$ has exactly one odd component if $n$ is even, and $T(w)$ has no odd component if $n$ is odd; and
\item[(ii)] for each neighbor $v$ of $w$ in $T$, $T_v(w)$ is NEB at $v$. 
\end{itemize}",1412.6085#1412.6085.tex,definition + \textit{},"
Let T be a tree on n vertices, and w be a vertex of T. T is defined to have nearly even branching property at w (in short, T is NEB at w) as follows. If n=1, T is NEB at w.  If n≥ 2, T is NEB at w if the following conditions are satisfied:


  (i) T(w) has exactly one odd component if n is even, and T(w) has no odd component if n is odd; and

  (ii) for each neighbor v of w in T, T_v(w) is NEB at v. 
",nearly even branching property at w,"['Branch', 'Proper']"
nim-sum,"The value obtained by adding numbers in binary form without carry is called nim-sum. The nim-sum of nonnegative integers $m_{1},\ldots,m_{n}$  is written as 
\begin{center}
$m_{1}\oplus \cdots \oplus m_{n}$.
\end{center}",1701.08928#1701.08928.tex,definition[],"The value obtained by adding numbers in binary form without carry is called nim-sum. The nim-sum of nonnegative integers m_1,…,m_n  is written as 


m_1⊕⋯⊕ m_n.

",nim-sum,['Sum']
nim-sum,"The \emph{nim-sum} of two non-negative integers $x, y$ is their bit-wise XOR: $x\oplus y$. Suppose that $x = (b_j\dotsc b_2b_1)_2$ and $y =(c_j\dotsc c_2c_1)_2$ in binary with leading zeroes as necessary, where $j$ is the maximum number of digits in the binary representation of $x$ and $y$. Then the nim-sum of $x$ and $y$ is $(d_j\dotsc d_2d_1)_2$, where $d_i = b_i + c_i \pmod{2}$ for $1\le i\le j$.",1405.5942#NimSequences.tex,definition + \emph{},"The nim-sum of two non-negative integers x, y is their bit-wise XOR: x⊕ y. Suppose that x = (b_j… b_2b_1)_2 and y =(c_j… c_2c_1)_2 in binary with leading zeroes as necessary, where j is the maximum number of digits in the binary representation of x and y. Then the nim-sum of x and y is (d_j… d_2d_1)_2, where d_i = b_i + c_i 2 for 1≤ i≤ j.",nim-sum,['Sum']
non-singular,"A measurable map $\varphi: (X,\mathcal{B},\mu) \longrightarrow (Y,\mathcal{C},\nu)$ is \emph{non-singular} if for all $C \in \mathcal{C}$, $\nu(C) = 0$ if and only if $\mu(\varphi^{-1} C) = 0$. Equivalently, $\varphi$ is non-singular if $\varphi_\# \mu$ is equivalent to $\nu$, where of $\varphi_\# \mu$ is the push-forward of $\mu$ to $Y$ through $\varphi$.",1406.2589#marstrand-type_theorems_update.tex,definition + \emph{},"A measurable map φ: (X,ℬ,μ) ⟶ (Y,𝒞,ν) is non-singular if for all C ∈𝒞, ν(C) = 0 if and only if μ(φ^-1 C) = 0. Equivalently, φ is non-singular if φ_#μ is equivalent to ν, where of φ_#μ is the push-forward of μ to Y through φ.",non-singular,['Singular']
non-singular,"Let $\mathfrak{t}$ be a tree and $W$ be a subset of the vertices of
$\mathfrak{t}$. We say that $W$ is \emph{non-singular} if its skeleton $\mathfrak{s}(W)$ has
only vertices of degree $1$ and $3$, and if all the elements of $W$ have
degree $1$ in $\mathfrak{s}(W)$.",0804.0546#UnicellularOpening.tex,definition + \emph{},"Let 𝔱 be a tree and W be a subset of the vertices of
𝔱. We say that W is non-singular if its skeleton 𝔰(W) has
only vertices of degree 1 and 3, and if all the elements of W have
degree 1 in 𝔰(W).",non-singular,['Singular']
non-transitive,"A set of dice is \emph{non-transitive} if $A_{i} \succ A_{i+1}$ for all $i$ (and $A_{n} \succ A_{1}$).  That is, the relation ``is a better die than'' is non-transitive.",1706.08986#balanced2.tex,definition + \emph{},"A set of dice is non-transitive if A_i≻ A_i+1 for all i (and A_n≻ A_1).  That is, the relation “is a better die than” is non-transitive.",non-transitive,['Transitive']
non-transitive,"A set of dice is \emph{non-transitive} if each of $P( A \succ B), P(B \succ C),$ and $P(C \succ A)$ exceeds $1/2$.  That is, the relation ``is a better die than'' is non-transitive.",1602.00969#balanced.tex,definition + \emph{},"A set of dice is non-transitive if each of P( A ≻ B), P(B ≻ C), and P(C ≻ A) exceeds 1/2.  That is, the relation “is a better die than” is non-transitive.",non-transitive,['Transitive']
non-trivial,"[Non-trivial set systems]
A set system $\FF$ is \emph{non-trivial} if it is not empty, and doesn't contain the empty set.",1903.00580#main2.tex,definition + \emph{},"[Non-trivial set systems]
A set system  is non-trivial if it is not empty, and doesn't contain the empty set.",non-trivial,['Trivial']
non-trivial,A \emph{non-trivial} CWS subset is defined as one containing at least two elements of the same colour class.,1101.5211#wl_gi_arxiv.tex,definition + \emph{},A non-trivial CWS subset is defined as one containing at least two elements of the same colour class.,non-trivial,['Trivial']
normal,"\label{def.NP}
An integral convex polytope $\P \subseteq \RR_{\ge 0}^n$ is called \emph{normal} if
$$(j\P \cap \ZZ^n) + (l\P \cap \ZZ^n) = (j+l)\P \cap \ZZ^n \ \forall \ j, l \in \NN.$$",1309.4807#1309.4807.tex,definition + \emph{},"
An integral convex polytope ⊆_≥ 0^n is called normal if

    (j∩^n) + (l∩^n) = (j+l)∩^n  ∀ j, l ∈.
",normal,['Normal']
normal,"[Normal slice]
A slice $(I,S,q)$ is \emph{normal} when $\proj{\ming I}\cap
S=\emptyset$.",0806.3680#slice.tex,definition + \emph{},"[Normal slice]
A slice (I,S,q) is normal when I∩
S=∅.",normal,['Normal']
normal,"\label{def:normal}
Let~$F$,~$B$ be graphs and let $\alpha>0$.
We call a family $\Xi_{B,n}\subseteq \Psi_{B,n}$ of embeddings of~$B$ into~$K_n$ $\alpha$-\textit{normal} if the following conditions are satisfied.
\begin{enumerate}[label=\Nlabel]
\item\label{it:normal1} $\vert \Xi_{B,n}\vert \geq \alpha n^2$ and
\item\label{it:normal2} $\vert V(h(B))\cap V(h^\prime(B))\vert \leq 1$ for all $h\neq h^\prime\in \Xi_{B,n}$.
\end{enumerate}",1602.02501#1602.02501.tex,definition + \textit{},"
Let F, B be graphs and let α>0.
We call a family Ξ_B,n⊆Ψ_B,n of embeddings of B into K_n α-normal if the following conditions are satisfied.


  *  |Ξ_B,n|≥α n^2 and

  *  | V(h(B))∩ V(h^'(B))|≤ 1 for all h≠ h^'∈Ξ_B,n.
",normal,['Normal']
normal,"An ideal $\mathcal I$ on $T$ is \emph{normal} if it is closed under
diagonal unions (that is, $\bigtriangledown \mathcal I = \mathcal
I$), or equivalently, if every regressive function on an $\mathcal
I^+$ set must be constant on an $\mathcal I^+$ set.",1312.4700#nonspecial.tex,definition + \emph{},"An ideal ℐ on T is normal if it is closed under
diagonal unions (that is, ▽ℐ = ℐ), or equivalently, if every regressive function on an ℐ^+ set must be constant on an ℐ^+ set.",normal,['Normal']
normal,"Let $P$ be a lattice polytope in $\mathbb{R}^n$ with lattice points $v_1,v_2, \ldots ,v_t.$ If for all positive integers $d$, every point $p\in dP \cap \mathbb{Z}^n$ can be expressed as
$p=n_1v_1+\cdots n_tv_t$ with all $n_i \in \mathbb{Z}_{\geq 0}$, then $P$ is a \emph{normal} polytope.",1212.2146#newpreprint6.tex,definition + \emph{},"Let P be a lattice polytope in ℝ^n with lattice points v_1,v_2, … ,v_t. If for all positive integers d, every point p∈ dP ∩ℤ^n can be expressed as
p=n_1v_1+⋯ n_tv_t with all n_i ∈ℤ_≥ 0, then P is a normal polytope.",normal,['Normal']
normal,"A split set of more than two cycles generating $S_n$ is said to be \textit{normal} if any element is adjacent to at most $1$ leaf, and furthermore $Cyc(T)$ is a tree (note that this is stronger than asking that $T$ be a minimal generating set of $S_n$, as it effectively adds the criterion that $n \equiv 1 \pmod k$, where $T$ consists of $k$-cycles).",0711.3057#0711.3057.tex,definition + \textit{},"A split set of more than two cycles generating S_n is said to be normal if any element is adjacent to at most 1 leaf, and furthermore Cyc(T) is a tree (note that this is stronger than asking that T be a minimal generating set of S_n, as it effectively adds the criterion that n ≡ 1  k, where T consists of k-cycles).",normal,['Normal']
