file_name,extraction_rule,plain_text_def,plain_text_term
1808.00582#square_conjecture.tex,definition + \emph{},"
	Fix p, n, ℓ, d ∈ℕ, n ≥ 1. For every square path P ∈(n+p) with |(P)|≥ℓ, |(P)|≥ d and |(P)|≥ p choose three subsets of {1,…, n+p}:
	
		
  * (P) ⊆(P) (see Definition <ref>) such that |(P) | = ℓ and decorate the corresponding vertical steps with a ∗. 
		
  * (P)⊆(P) such that |(P) | = d and decorate with a ∙ the points joining these vertical steps with the horizontal steps following them. We will call these decorated peaks . 
		
  * (P)⊆(P) such that || = p and (P) ∩(P) = ∅. Furthermore, if 
    S{1≤ i ≤ n+p | a_i(P)= -s },
 where s is the shift of P; then S⊈(P). In other words, there exists at least one vertical step starting from the base diagonal that is not in (P).  Label the corresponding vertical steps with a zero. These steps will be called zero valleys .
	 
	We denote the set of these paths by (p,n)^∗ℓ, ∘ d. See Figure <ref> for an example.",decorated peaks;zero valleys
1501.00714#GrassPerm.tex,definition + \emph{},"A decorated permutation π on n letters is a permutation
on n letters in which fixed points have one of two colors, 
“clockwise"" and “counterclockwise"".  A position i of π
is called a weak excedance if π(i) >i or 
π(i)= i and i is a counterclockwise fixed point.",decorated permutation;weak excedance
1706.09921#Positroids_Induced_by_Rational_Dyck_Paths.tex,definition + \emph{},"A decorated permutation π on n letters is an element π∈ S_n in which fixed points j are marked either “clockwise""(denoted by π(j)=j) or “counterclockwise"" (denoted by π(j) = j). A position j ∈ [n] is called a weak excedance of π if j < π(j) or π(j) = j.",decorated permutation;weak excedance
1608.00259#AchievementDih.tex,definition + \emph{},The deficiency of a subset P of a finite group G is the minimum size (P) of a subset Q of G such that ⟨ P∪ Q⟩=G.,deficiency
1805.01409#Nilpotent.tex,definition + \emph{},"The deficiency of a subset P of a finite group G is the minimum size δ_G(P) of a subset Q of G such that ⟨ P∪ Q⟩=G.   For a structure class X_I of G, we define δ_G(X_I) to be δ_G(I).",deficiency
1710.06898#1710.06898.tex,definition + \emph{},"Let T=(G,S,L) be a canvas. We let v(T):= |V(G)∖ V(S)| and e(T) := |E(G)∖ E(S)|. We define the deficiency of the canvas T as


    def(T):=3e(T) - 5v(T) + 10(c(S)-c(G)),


where c(S) is the number of components of S and c(G) is the number of components of G.",deficiency
1505.05927#lindisk.tex,definition + \emph{},"Let G be a plane graph with outer cycle C.
We say that a vertex v∈ V(G) is internal if v∉V(C).
 We denote the number of internal vertices by v(G), and we
define the deficiency of G, denoted by def(G), as

    def(G):=|E(G)∖ E(C)|-3v(G).

If T=(G,C,L) is a canvas, then we define v(T):=v(G) and def(T):= def(G).",deficiency
1004.5166#OnTheSingularStructureOfGraphHypersurfaces.tex,definition + \emph{},"[Degenerate]
The bilinear form B is called degenerate if (V,B)=0.",degenerate
1809.10938#1809.10938.tex,definition + \emph{},"Let k be a positive integer. We say that r∈ is k-degenerate if there is a collection of subspaces H_I⊂_2^I, one for each non-empty proper subset I d and each one of dimension at most k, such that r∈∑_I⊂ d-1 ,I≠∅H_I⊗ H_I^c.",degenerate
1812.00654#1812.00654.tex,definition + \emph{},"
A polynomial F(x,y,z)∈[x,y,z] is degenerate if there are intervals I_1,I_2,I_3,
and for each i there is a smooth (infinitely differentiable) function φ_i:I_i→ which has a smooth inverse, 
such that for all (x,y,z)∈ I_1× I_2× I_3 we have F(x,y,z)=0 if and only if φ_1(x)+φ_2(y)+φ_3(z) = 0.",degenerate
1808.00511#1808.00511.tex,definition + \emph{},"
The degree of a ridge F of a pure simplicial complex Δ is the number of facets of Δ containing F. It is denoted (F).",degree
1101.4621#1101.4621.tex,definition + \emph{},"The degree of a permutation group is the number of points
moved by at least one of its permutations.",degree
0911.5722#ehv-note2.tex,definition + \emph{},"[h-key]
If k = ((d_1, …, d_r), (c_1, …, c_r)) then k' = ((i, d_1,
…, d_r), (j, c_1, …, c_r)).  As a shorthand we sometimes
write, for example, k=((1,3,2),(0,2,1)) as 132;021.  We write
e for the empty key ((),()), and set w_e =1.  Thus,
h(pt) = 0,0 w_e = 1.  We use k = 2∑ d_i +
∑ c_i + 3r to define the degree of k.",degree
1804.05988#loop_20dic18.tex,definition + \textit{},"[Degree of a (m,k,s)-star: deg(S_m,k,s)]
The degree of a (m,k,s)- star is deg(S_m,k,s):=m-1 and the degree of a set 𝒮 of (m,k,s)-stars, as m and k vary in ℕ, such that |𝒮|=l, is defined as the sum over each (m,k,s)-star degree, i.e.

    deg(𝒮):=∑_i=1^l deg(S_m_i,k_i,s_i).
",degree
1411.4906#EigenvaluesRandomComplexes.tex,theorem + \emph{},"

Let k≥2. For every c>0 and every γ > c there exists a constant C>0 with the following property:
Assume  p ≥ (k+γ)log(n)/n and let[Thus, d is the expected degree of any (k-1)-face F in X^k(n,p), i.e., the expected number of k-faces incident to F.] d:= p(n-k). 
Then for γ_A=C·√(d) and γ_Δ=C/√(d) the following statements hold with probability at least 1-n^-c:



   The largest n-1k-1 eigenvalues of A_k-1(X^k(n,p)) lie in the interval [d-γ_A,d+γ_A], and the remaining n-1k eigenvalues lie in the interval [-γ_A,+γ_A].

   The smallest n-1k-1 eigenvalues of _k-1^(X^k(n,p)) are trivially zero, and the remaining n-1k eigenvalues lie in the interval [1-γ_Δ,1+γ_Δ]. In particular, H̃^k-1(X^k(n,p);)=0.
 
For the adjacency matrix  even holds for p≥γ·log n/n.",degree
1110.2570#1110.2570.tex,definition + \emph{},"Let (x, y) be an edge of G, and let A = {z : (x, z) and (y, z) are edges of G} be the set of common neighbors of x and y.  We define the degree of this edge to be

    (x) + (y) - |A|.
",degree
1711.06216#arxiv.tex,definition + \emph{},"[Degree of a part in a partition]
  For a partition π of a subset of [N] and any part P∈π, let
  d_π(P) denote the number of parts P' ∈π∖{P} such that
  G_Γ contains an edge between P' and P. We call d_π(P) the
  degree of P in π.",degree
1409.8095#Hurwitzreell.tex,definition + \emph{},"Let π:C → L be a cover. The balancing
condition implies that for every point ã in L the sum

    ∑_a|π(a)= ã_π a

is the same. This number is called the degree (π) of π.",degree
0802.2576#Simplicial.tex,definition + \emph{},"The degree of vertex v in the family  is
_(v) = {F ∈ v ∈ F}.",degree
1212.4398#bigraph.tex,definition + \emph{},"The degree of a parking function c = ∑_i=1^n c_i v_i of G_ with respect to v_0 is 

    deg(c) := ∑_i=1^n c_i.
",degree
1202.4784#1202.4784.tex,definition + \emph{},"If  a [c,∞)→ is a function with polynomial growth
rate, and k_0 is the smallest non-negative integer k such that
a(t)≺ t^k, we define dk̄_0-1 to be the  degree of
the function, and  write (a)=d.",degree
1811.00272#FlagMatroids.tex,definition + \emph{},"[Deletion and Contraction]


  * We can remove an element e of a matroid M=(E,r) by deleting it. This yields a matroid M\ e=(E-e,r_M\ e), where r_M\ e(X)=r_M(X) for all X⊆ E-e.
",deleting
1804.01496#surfaceTutte.tex,definition + \emph{},"[Map edge deletion[Definition <ref> coincides with the definition of deletion for generalized maps <cit.>.]]
	Let M=(θ, σ,τ;C)  be a map, and let 
e={a,θ a, σ a, θσ a} be an edge of M. Then the map M\ e obtained from M by deleting e is given by the map (θ',σ',τ';C') in which C'=C∖{a, θ a,σ a, θσ a} and the permutations are defined as follows.
	For any b∈ C',
	
		
  * θ'b=θ b.
				
  * σ'b=σ b.
		
  * τ'b=τ^jb, where j≥ 1 is the minimum positive integer for which τ^jb∉{a,σ a,θ a,θσ a}. 
Equivalently, since a cycle of τ contains at most two crosses among {a,σ a,θ a,θσ a}, 
		
    τ'b=τ b     if τ b∈ C',
    τ^2 b      if τ b∈{a,θ a,σ a,θσ a} and τ^2b∈ C',
    τ^3 b     if τ b,τ^2 b∈{a,θ a,σ a,θσ a}.

		
		
		
  * Empty cycles of τ remain as empty cycles of τ', and τ' has an extra empty cycle for each cycle of τ that contains only crosses in {a,θ a,σ a, θσ a}. 
	
	
	
	
	",deleting
1611.01061#truth.table.tex,definition + \textit{},"[Density]
    If a word W encounters a word V in x different ways,
    we say that the density of V in W is x.
    We write this as ρ_V(W) = x.

    
        For example if W = 0110 then
        
    ρ_0(W)    = 10    ρ_01(W)    = 4    ρ_010(W)    = 1

    
    The maximum density of Z_n in a q-ary word of length m is
    denoted as P(q, n, m) and calculated as the number of subwords of
    length at least 2^n-1.  In symbols
    
    ∑_i=2^n-1^m m - i = 1/2(m-2^n+1)(m-2^n+2)

    When the context is clear, we will simply use P without arguments.",density
1211.2473#1211.2473.tex,definition + \emph{},"The density of a poset (P,≺) in a kernel (S,  F, μ, ,W)
is
 
 t(P,W):=∫_S^|P| ∏_a,b ∈Pa≺b W(x_a,x_b) ∏_a∈Pμ(x_a).
 ",density
1005.1370#Harmonic_Labeling_Edit_12.tex,definition + \emph{},"Let S = {s_n}_n=-∞^n=∞ be a monotone increasing sequence of (different) integers.
Denote by [n] the set {-n,...,n-1,n}. If 
    lim_m→∞|[m]⋂ S|/(2m+1)
 exists, it is called the density of S.",density
1809.08496#1809.08496.tex,definition + \textit{},"Given a graph G and two disjoint subsets X, Y ⊂ V(G), the density between X and Y  is
	
	
    d(X,Y) = e(X,Y)/|X||Y|.
",density
1406.6531#msciproject_2.tex,definition + \emph{},"The density of a bipartite graph G=(A,B) with vertex classes A and B is defined to be 

    d_G(A,B) e_G(A,B)/|A||B|.
",density
1712.00150#CodePaper.tex,definition + \emph{},"Given a (t,r) broadcast  on G_∞, consider the vertex set V of the subgraph G_2n+1, 2n+1 with its central vertex located at (0, 0). Then the broadcast density of a (t,r) broadcast on G_∞ is defined as 
    lim_n →∞|∩ V|/|V|.
",density
1809.04716#main.tex,definition + \emph{},"Let (A_i)_i=1^n be a collection of events in some probability
space. A graph Γ on the vertex set [n] is called a
dependency graph for (A_i)_i if A_i is mutually
independent of all the events {A_j: ij∉ E(Γ)}.",dependency graph
1007.3767#rainbow.tex,definition[],"Let  be a set of events in some probability space. Then D=(,E)
  is a dependency graph for  if every event X∈ is
  mutually independent of its non-adjacent events in D, i.e., for every
  set of events ⊂∖_D(X) we have that
  (X|⋂_Y∈Z)=(X). We say that D is a
  negative dependency graph if
  (X|⋂_Y∈Z)≤(X) for all such X
  and .",dependency graph
1704.00650#CLTVincular.tex,definition + \emph{},"A graph G with vertex set V is called a dependency graph for a family of random variables {X_v}_v∈ V if it satisfies the following property:
	
		If V_1 and V_2 are disjoint subsets of V which are not connected by an edge in G, then the sets of random variables {X_v}_v∈ V_1 and {X_v}_v∈ V_2 are independent.
	",dependency graph
1803.10361#1803.10361.tex,definition + \emph{},"Let (A_i)_i=1^n be a collection of events in some probability
space. A graph D on the vertex set [n] is called a
dependency graph for (A_i)_i if A_i is mutually
independent of all the events {A_j: ij∉ E(D)}.",dependency graph
1204.5922#1204.5922.tex,definition + \emph{},A graph G with finite vertex set V is a dependency graph for a family {A_v}_v∈ V of events if each A_v is independent of any family of events whose corresponding vertices are all nonadjacent to v in G.,dependency graph
1607.08865#1607.08865.tex,definition + \emph{},"
Let (X_i)_i∈ I be a collection of random variables. A graph
D on a vertex set I is called a dependency graph for the
collection if for any pair of disjoint subsets I_1,I_2⊆ I
for which there are no edges of D between I_1 and I_2, the
random variables (X_i)_i∈ I_1 and (X_j)_j∈ I_2 are
independent.",dependency graph
1506.02929#1506.02929.tex,definition + \emph{},"Let (A_i)_i=1^n be a collection of events in some probability
space. A graph D on a vertex set [n] is called a
dependency graph for (A_i)_i if A_i is mutually
independent of all the events {A_j: ij∉ E(D)}.",dependency graph
1804.02117#main.tex,definition + \emph{},"Let (A_i)_i=1^n be a collection of events in some probability
space. A graph D on the vertex set [n] is called a
dependency graph for (A_i)_i=1^n if A_i is mutually
independent of all the events {A_j: ij∉ E(D)}.",dependency graph
1903.07522#ClassesNonCloses.tex,definition + \emph{},"
The dependency graph G_(<ref>) is  the directed graph with d+1 vertices labeled by _0,_1,…,_d, and whose edges are _j→_i for every i,j such that _j appears in the equation of (<ref>) whose left-hand side is _i.",dependency graph
1902.04176#1902.04176.tex,definition + \emph{},"
Let  (Y_i)_1 ≤ i ≤ N be a sequence of random variables (on a common probability space). A (simple) graph G=(V,E)  with vertex set V=[N] is called a dependency graph for (Y_i)_i∈[N] if and only if for all disjoint subsets U,U'⊆ V with E(U,U')=∅ we have

    (Y_i)_i∈ U is independent of  (Y_i)_i∈ U',

where E(U,U'):={(i,j)∈ E i∈ U and  j∈ U'} denotes the set of edges between U and U'.
We denote the neighbourhood of a vertex i∈ [N] by (i):=_G(i):={j∈ U (i,j)∈ E} and let (i):=(i)∪{i}.",dependency graph
1710.05214#straightencoeff.tex,definition + \emph{},"Define the depth of a D-basis element S_j to be recursively defined as follows. If S_jS_k = 0 for all k<j then the depth of S_j is zero. Otherwise, the depth of S_j is the maximum depth of all S_k such that k<j with S_jS_k≠ 0, plus one. This is well defined by Proposition <ref>.",depth
1607.00658#Connected_forcing_2.tex,definition + \emph{},"Let G be a graph, let G_0=G, and for i≥ 1, let G_i=G_i-1-{all non-articulation points of the outer blocks of G_i-1}. We will say a block of G has depth i if it is an outer block of G_i.",depth
1209.1807#article2.tex,definition + \emph{},"
The depth of an arbitrarily labelled cylindric diagram 𝔡 is the smallest k such that all boxes with cylindric inversion coordinates (i,j,k') with k' ≥ k have label zero.",depth
1207.3462#1207.3462.tex,definition + \emph{},"
A node A in an ordered tree has depth i if the distance
from node A to the root is i. In particular, the depth of the root is
0.",depth
1811.10295#gapsets-paper.tex,definition + \emph{},"Let S be a numerical semigroup of multiplicity m and conductor c. We call depth of S the integer q = ⌈ c/m ⌉, and we denote it by (S).",depth
1608.07304#1608.07304.tex,definition + \emph{},"Let X be a finite set and G a finite group acting on X.  An element g∈ G is said to be a derangement if its action on X is fixed-point-free. The derangement matrix of G acting on X is the (0,1)-matrix M, whose rows are indexed by the derangements of G, whose columns are indexed by the ordered pairs of distinct elements in X, and for any derangement g ∈ G and (a,b) ∈ X× X with a ≠ b, the (g, (a,b))-entry of M is defined by

    M(g, (a,b)) = {[     1, a^g=b,;     0,        ].
",derangement
1507.06286#Derangement_NG_DS_JR_JR.tex,definition + \emph{},"Let G=(V,E) be a graph. A derangement of G is an injective function  f:V→ V such that for all v∈ V, f(v)≠ v and (v,f(v))∈ E.",derangement
1109.3616#1109.3616.tex,definition + \textit{},"Let a∈ A(s,r) for some 3≤ r ≤ s, and let 1≤ u < v ≤ r-1 be arbitrary integers. Then ∂_u,v(a)=(a'_1,…,a'_r-1) ∈ A(s,r-1), defined by setting

    a_j' := {[   a_j      ; a_j+1      ; a_j+1       ].

is called the (u,v)-derivative of a.",derivative
1312.0542#1312.0542.tex,definition + \emph{},"Given a species F, define its derivative F' to be the species such that, if * ∉U, then

    F'[U] = F[U ∪{ * }]

and

    F'[σ](s) = F[σ^+](s),

where σ^+(*) = * and σ^+(x) = σ(x) if x ∈ U.",derivative
