title,term,definition
Definition:Triangle (Geometry)/Opposite,Opposite,"The side of a triangle which is not one of the sides adjacent to a particular vertex is referred to as its opposite.

Thus, each vertex has an opposite side, and each side has an opposite vertex."
Definition:Parallelepiped/Opposite Face,Opposite,":

The opposite face of the face F of a parallelepiped P is the face of P which is parallel to F.

In the above example, the pairs of parallel planes are:

:Face ABCD is opposite HGFE
:Face ADEH is opposite BCFG
:Face ABGH is opposite DCFE"
Definition:Opposite Ring,Opposite,"Let ( R, +, ×) be a ring.


Let * : R × R → R be the binary operation on S defined by:
:∀ x, y ∈ S: x * y = y × x

The opposite ring of R is the algebraic structure ( R, +, * )."
Definition:Dual Category,Opposite,"Let 𝐂 be a metacategory.


Its dual category, denoted 𝐂^op, is defined as follows:

 

It can be seen that this comes down to the metacategory obtained by reversing the direction of all morphisms of 𝐂."
Definition:Opposite Direction,Opposite,"Let 𝐯 and 𝐰 be vectors in space.

We say that 𝐯 is in the opposite direction to 𝐰  if and only if :

:the lines of action of 𝐯 and 𝐰 are parallel
but at the same time:
:the lines of action of 𝐯 and 𝐰 are not the same.

Category:Definitions/Vectors"
Definition:Orbit (Group Theory),Orbit,"Let G be a group acting on a set X.


=== Definition 1 ===
Let G be a group acting on a set X.


The orbit of an element x ∈ X is defined as:

:Orb( x ) := { y ∈ X: ∃ g ∈ G: y = g * x }
where * denotes the group action.


That is, Orb( x ) = G * x.


Thus the orbit of an element is all its possible destinations under the group action.

=== Definition 2 ===
Let G be a group acting on a set X.


Let ℛ be the relation on X defined as:
:∀ x, y ∈ X: x ℛ y ∃ g ∈ G: y = g * x

where * denotes the group action.


From Group Action Induces Equivalence Relation, ℛ is an equivalence relation.


The orbit of x, denoted Orb( x ), is the equivalence class of x under ℛ."
Definition:Orbit (Physics),Orbit,"Let A and B be bodies in space.

The orbit of A around B is the path taken by A as it travels around B under the influence of the force acting between A and B.


=== Period of Orbit ===
Let body A be in orbit around body B.

The period of the orbit is the length of time it takes for A to travel once around B and return to its original position.

=== Radius of Orbit ===
Let body A be in orbit around body B.

Let 𝐫 be the position vector of the center of mass of A   the center of mass of B at a particular point in time.

The radius of the orbit of A around B is defined as:
:the position vector 𝐫
or
:the length of 𝐫.

Context will determine which is meant."
Definition:Dynamical System/Orbit,Orbit,"Let S be a dynamical system consisting of a mapping T and iteration x_n + 1 = T (   )x_n.


The orbit of x_0 is the set of points { x_0, x_1, x_2, …}


When T is invertible, the orbit usually includes the points x_-1 = T^-1(   )x, x_-2 = T^-1(   )x_-1, …

For a flow, the orbit of a point x is the union of all the points x (   )t for all t."
Definition:Cardinality,Order,"Two sets (either finite or infinite) which are equivalent are said to have the same cardinality.

The cardinality of a set S is written | S |.


=== Cardinality of Finite Set ===
Let S be a finite set.

The cardinality | S | of S is the number of elements in S.

That is, if:
:S ∼ℕ_< n

where:
:∼ denotes set equivalence
:ℕ_

Also note that from the definition of finite:
:∃ n ∈ℕ: | S | = n  S is finite.

=== Cardinality of Infinite Set ===
Let S be an infinite set.

The cardinality | S | of S can be indicated as:
:| S | = ∞

However, it needs to be noted that this just means that the cardinality of S cannot be assigned a number n ∈ℕ.


It means that | S | is at least ℵ_0 (aleph null)."
Definition:Order of Structure,Order,"The order of an algebraic structure ( S, ∘) is the cardinality of its underlying set, and is denoted | S |.


Thus, for a finite set S, the order of ( S, ∘) is the number of elements in S.


=== Infinite Structure ===
Let ( S, ∘) be an algebraic structure.

Let the underlying set S of ( S, ∘) be infinite.

Then ( S, ∘) is an infinite structure.


That is, ( S, ∘) is an infinite structure  if and only if  ( S, ∘) is not a finite structure.

=== Finite Structure ===
Let ( S, ∘) be an algebraic structure.

Let the underlying set S of ( S, ∘) be finite.

Then ( S, ∘) a finite structure.


That is, ( S, ∘) is a finite structure  if and only if  ( S, ∘) is not an infinite structure."
Definition:Order of Group Element,Order,"Let G be a group whose identity is e_G.

Let x ∈ G be an element of G.


=== Definition 1 ===
Let G be a group whose identity is e_G.

Let x ∈ G be an element of G.


The order of x (in G), denoted | x |, is the smallest k ∈ℤ_> 0 such that x^k = e_G.

=== Definition 2 ===
Let G be a group whose identity is e_G.

Let x ∈ G be an element of G.


The order of x (in G), denoted | x |, is the order of the group generated by x:
:| x | := |⟨ x ⟩|

=== Definition 3 ===
Let G be a group whose identity is e_G.

Let x ∈ G be an element of G.


The order of x (in G), denoted | x |, is the largest k ∈ℤ_>0 such that:
:∀ i, j ∈ℤ: 0 ≤ i < j < k  x^i  x^j"
Definition:Matrix/Square Matrix/Order,Order,"Let 𝐀 be an n × n square matrix.

That is, let 𝐀 have n rows (and by definition n columns).


Then the order of 𝐀 is defined as being n."
Definition:Determinant/Matrix/Order,Order,The order of a determinant is defined as the order of the square matrix on which it is defined.
Definition:Tensor Rank,Order,"Let F be a tensor of type ( l, k ).


Then the tensor rank of F is the sum l + k.

In other words, it is the total number of vectors and covectors it can act upon."
Definition:Orientation (Graph Theory),Orientation,"Let G = ( V, E ) be a simple graph.

Let H = ( V, A ) be a digraph.


Then H is an orientation of G  if and only if  both of the following hold:

:(1):    H is a simple digraph. That is, A is antisymmetric.
:(2):   ∀ x, y ∈ V: ( { x, y }∈ E ( x, y ) ∈ A ( y, x ) ∈ A )


That is, H is formed from G by replacing every edge of G with an arc."
Definition:Orientation of Differential Manifold,Orientation,"An orientation of a differential manifold is a continuous choice of orientation for each of its tangent spaces.


 "
Definition:Orientation of Coordinate Axes,Orientation,"The orientation of a coordinate system is the disposition of the coordinate axes relative to each other.


=== Cartesian Plane ===
There are 2 different orientations of a Cartesian plane:


:  


=== Right-Handed ===
A Cartesian plane is defined as being right-handed if it has the following property:

Let a right hand be placed, with palm uppermost, such that the thumb points along the x-axis in the positive direction, such that the thumb and index finger are at right-angles to each other.

Then the index finger is pointed along the y-axis in the positive direction.


:

=== Left-Handed ===
A Cartesian plane is defined as being left-handed if it has the following property:

Let a left hand be placed, with palm uppermost, such that the thumb points along the x-axis in the positive direction, such that the thumb and index finger are at right-angles to each other.

Then the index finger is pointed along the y-axis in the positive direction.


:

=== Cartesian 3-Space ===
There are 2 different orientations of a Cartesian 3-space:


:  


=== Right-Handed ===
A Cartesian 3-Space is defined as being right-handed if it has the following property:

Let a right hand be placed such that:
:the thumb and index finger are at right-angles to each other
:the 3rd finger is at right-angles to the thumb and index finger, upwards from the palm
:the thumb points along the x-axis in the positive direction
:the index finger points along the y-axis in the positive direction.

Then the 3rd finger is pointed along the z-axis in the positive direction.


:

=== Left-Handed ===
A Cartesian 3-Space is defined as being left-handed if it has the following property:

Let a left hand be placed such that:
:the thumb and index finger are at right-angles to each other
:the 3rd finger is at right-angles to the thumb and index finger, upwards from the palm
:the thumb points along the x-axis in the positive direction
:the index finger points along the y-axis in the positive direction.

Then the 3rd finger is pointed along the z-axis in the positive direction.


:"
Definition:Orthogonal Curves,Orthogonal,"Let C_1 and C_2 be curves that intersect at a point P.

C_1 and C_2 are orthogonal at P  if and only if  the tangent line to C_1 at P is at right angles to the tangent line to C_2 at P.


=== Orthogonal Circles ===
Two circles are orthogonal if their angle of intersection is a right angle.


:"
Definition:Orthogonal Coordinate System,Orthogonal,"An orthogonal coordinate system is a coordinate system in which the coordinate axes are pairwise perpendicular.


=== Orthogonal Curvilinear Coordinates ===
Let 𝒦 be a curvilinear coordinate system in 3-space.

Let 𝒬_1, 𝒬_2 and 𝒬_3 denote the one-parameter families that define the curvilinear coordinates.



Let the relation between those curvilinear coordinates and Cartesian coordinates be expressed as:

 
 
 
 
 

where:
:( x, y, z ) denotes the Cartesian coordinates of an arbitrary point P
:( q_1, q_2, q_3 ) denotes the curvilinear coordinates of P.


Let these equations have the property that the metric of 𝒦 between coordinate surfaces of 𝒬_i and 𝒬_j is zero where i  j.


That is, for every point P expressible as ( x, y, z ) and ( q_1, q_2, q_3 ):

:∂ x∂ q_i∂ x∂ q_j + ∂ y∂ q_i∂ y∂ q_j + ∂ z∂ q_i∂ z∂ q_j = 0

wherever i  j.


Then 𝒦 is an orthogonal curvilinear coordinate system.

=== Rectangular Coordinate System ===
A rectangular coordinate system is a Cartesian coordinate system in which each of the coordinate axes are perpendicular to each other."
Definition:Orthogonal Curvilinear Coordinates,Orthogonal,"Let 𝒦 be a curvilinear coordinate system in 3-space.

Let 𝒬_1, 𝒬_2 and 𝒬_3 denote the one-parameter families that define the curvilinear coordinates.

=== Definition 1 ===
Let 𝒦 be a curvilinear coordinate system in 3-space.

Let 𝒬_1, 𝒬_2 and 𝒬_3 denote the one-parameter families that define the curvilinear coordinates.



Let the relation between those curvilinear coordinates and Cartesian coordinates be expressed as:

 
 
 
 
 

where:
:( x, y, z ) denotes the Cartesian coordinates of an arbitrary point P
:( q_1, q_2, q_3 ) denotes the curvilinear coordinates of P.


Let these equations have the property that the metric of 𝒦 between coordinate surfaces of 𝒬_i and 𝒬_j is zero where i  j.


That is, for every point P expressible as ( x, y, z ) and ( q_1, q_2, q_3 ):

:∂ x∂ q_i∂ x∂ q_j + ∂ y∂ q_i∂ y∂ q_j + ∂ z∂ q_i∂ z∂ q_j = 0

wherever i  j.


Then 𝒦 is an orthogonal curvilinear coordinate system.

=== Definition 2 ===
Let 𝒦 be a curvilinear coordinate system in 3-space.

Let 𝒬_1, 𝒬_2 and 𝒬_3 denote the one-parameter families that define the curvilinear coordinates.

Let ( q_1, q_2, q_3 ) denote a set of curvilinear coordinates.

Let 𝒦 have the property that for every arbitrary pair of coordinate surfaces q_i ∈𝒬_i and q_j ∈𝒬_j where i  j:

:q_i and q_j are orthogonal.


Then 𝒦 is an orthogonal curvilinear coordinate system.

=== Scale Factor ===
 "
Definition:Orthogonal Trajectories,Orthogonal,"Let f (   )x, y, c define a one-parameter family of curves F.

Let g (   )x, y, c also define a one-parameter family of curves G, with the property that:

:Every curve in F is orthogonal to every curve in G.


Then F is a family of (reciprocal) orthogonal trajectories of G, and contrariwise."
Definition:Orthogonal (Linear Algebra),Orthogonal,"Let ( V, ⟨·,   ⟩·) be an inner product space.

Let u, v ∈ V.


We say that u and v are orthogonal  if and only if :
:⟨ u,   ⟩ v = 0

We denote this: 

:u ⊥ v


=== Orthogonal Set ===
Let ( V, ⟨·,   ⟩·) be an inner product space.

Let S = { u_1, …, u_n } be a subset of V.


Then S is an orthogonal set  if and only if  its elements are pairwise orthogonal:

:∀ i  j: ⟨ u_i,   ⟩u_j = 0

=== Orthogonality of Sets ===
Let ( V, ⟨·,   ⟩·) be an inner product space.

Let A, B ⊆ V.

We say that A and B are orthogonal  if and only if :

:∀ a ∈ A, b ∈ B: a ⊥ b

That is, if a and b are orthogonal elements of A and B for all a ∈ A and b ∈ B.


We write: 

:A ⊥ B

=== Orthogonal Complement ===
Let 𝕂 be a field.

Let V be a vector space over 𝕂.

Let ( V, ⟨·,   ⟩·) be an inner product space.

Let S⊆ V be a subset.


We define the orthogonal complement of S (with respect to ⟨·,   ⟩·), written S^⊥ as the set of all v ∈ V which are orthogonal to all s ∈ S.

That is: 

:S^⊥ = { v ∈ V : ⟨ v,   ⟩ s = 0  for all  s ∈ S }


If S = { v } is a singleton, we may write S^⊥ as v^⊥.

=== Vectors in ℝ^n ===
Let 𝐮, 𝐯 be vectors in ℝ^n.


Then 𝐮 and 𝐯 are said to be orthogonal  if and only if  their dot product is zero:

:𝐮·𝐯 = 0


As Dot Product is Inner Product, this is a special case of the definition of orthogonal vectors."
