title,term,definition
Definition:Isolated Singularity/Pole,Pole,"Let U be an open subset of a Riemann surface.

Let z_0 ∈ U.

Let f: U ∖{ z_0 }→ℂ be a holomorphic function.

=== Definition 1 ===
Let U be an open subset of a Riemann surface.

Let z_0 ∈ U.

Let f: U ∖{ z_0 }→ℂ be a holomorphic function.


Let z_0 be an isolated singularity of f.

Then z_0 is a pole  if and only if :
:lim_z → z_0| f (   )z |→∞

=== Definition 2 ===
Let U be an open subset of a Riemann surface.

Let z_0 ∈ U.

Let f: U ∖{ z_0 }→ℂ be a holomorphic function.


Let z_0 be an isolated singularity of f.

Then z_0 is a pole  if and only if  f can be written in the form:
:f (   )z = ϕ(   )z( z - z_0 )^k
where:
:ϕ is analytic at z_0
:ϕ(   )z_0 0
:k ∈ℤ such that k ≥ 1.

=== Order of Pole ===
Let f: ℂ→ℂ be a complex function.


Let z_0 ∈ U ⊂ℂ be such that f is holomorphic in U ∖{ z_0 }, with a pole at z_0.

By Existence of Laurent Series there is a series:

:f (   )z = ∑_n ≥ n_0^∞ a_j ( z - z_0 )^n

The order of the pole at z_0 is defined to be | n_0 | > 0.

=== Simple Pole ===
Let f: ℂ→ℂ be a complex function.


Let z_0 ∈ U ⊂ℂ be such that f is holomorphic in U ∖{ z_0 }, with a pole at z_0.

Let the order of the pole at z_0 be 1.

Then z_0 is a simple pole."
Definition:Polar Coordinates/Pole,Pole,"Consider a system of polar coordinates used to identify points on the plane.

Let O be the distinct point identified as the center of the frame.


The point O is referred to as the pole of the polar coordinate plane."
Definition:Pole of Circle,Pole,"Let S be a sphere whose center is O.

Let AB be a diameter of S, such that A and B are the points of intersection of AB with S.

Let C be a (small) circle of S embedded in a plane perpendicular to AB.
 

:


The points A and B are the poles of the circle C.


=== Special Case: Pole of Great Circle ===
This is a special case of the pole of a circle.


Let S be a sphere whose center is O.

Let C be a great circle of S.

Let AB be the diameter of S situated perpendicular to the plane of C.


:


The points A and B, where the diameter intersects S, are the poles of the great circle C."
Definition:Earth's Poles/North,Pole,"Let an observer A be situated on Earth's equator.

Let A be facing the direction of Earth's rotation in space about its axis.


Then the North Pole is the particular one of Earth's poles which is on the left of A.


:"
Definition:Earth's Poles/South,Pole,"Let an observer A be situated on Earth's equator.

Let A be facing the direction of Earth's rotation in space about its axis.


Then the South Pole is the particular one of Earth's poles which is on the right of A.


:"
Definition:Prime Element of Ring,Prime Element,"Let R be a commutative ring.

Let p ∈ R ∖{ 0 } be any non-zero element of R.


Then p is a prime element of R  if and only if :
:(1):    p is not a unit of R 
:(2): whenever a, b ∈ R such that p divides a b, then either p divides a or p divides b."
Definition:Prime Element (Order Theory),Prime Element,"Let ( S, ∧, ≼) be a meet semilattice.

Let p ∈ S.


Then p is a prime element (of ( S, ∧, ≼))  if and only if :
:∀ x, y ∈ S: ( x ∧ y ≼ p  x ≼ p  or  y ≼ p )


=== Lattice ===
Let L = ( S, ∨, ∧, ≼) be a lattice.

Let z ∈ S.


Then z is said to be meet prime element in L  if and only if 
:z is a prime element in the meet semilattice ( S, ∧, ≼)"
Definition:Prime Ideal of Ring,Prime Ideal,"Let R be a ring.


=== Definition 1 ===
Let R be a ring.


A prime ideal of R is an ideal P of R such that:
:∀ a, b ∈ R : a ∘ b ∈ P  a ∈ P or b ∈ P

=== Definition 2 ===
Let R be a ring.


A prime ideal of R is an ideal P of R such that:
:I ∘ J ⊆ P  I ⊆ P  or  J ⊆ P
for all ideals I and J of R."
Definition:Prime Ideal (Order Theory),Prime Ideal,"Let I be an ideal in an ordered set S.


Then I is a prime ideal in S  if and only if  S ∖ I is a filter."
Definition:Primitive (Calculus),Primitive,"=== Primitive of Real Function ===
Let F be a real function which is continuous on the closed interval [ a  . . ]b and differentiable on the open interval ( a  . . )b.

Let f be a real function which is continuous on the open interval ( a  . . )b.


Let:
:∀ x ∈( a  . . )b: F' (   )x = f (   )x
where F' denotes the derivative of F   x.


Then F is a primitive of f, and is denoted:
:F = ∫ f (   )x  d x

=== Primitive of Complex Function ===
Let F: D →ℂ be a complex function which is complex-differentiable on a connected domain D.

Let f: D →ℂ be a continuous complex function.


Let:
:∀ z ∈ D: F' (   )z = f (   )z
where F' denotes the derivative of F   z.


Then F is a primitive of f, and is denoted:
:F = ∫ f (   )z  d z

=== Primitive of Vector-Valued Function ===
Let U ⊂ℝ be an open set in ℝ.

Let 𝐟: U →ℝ^n be a vector-valued function on U:

:∀ x ∈ U: 𝐟(   )x = ∑_k  = 1^n f_k (   )x 𝐞_k

where:
:f_1, f_2, …, f_n are real functions from U to ℝ
:( 𝐞_1, 𝐞_2, …, 𝐞_k ) denotes the standard ordered basis on ℝ^n.

Let 𝐟 be differentiable on U.


Let 𝐠(   )x := dd x𝐟(   )x be the derivative of 𝐟   x.


The primitive of 𝐠   x is defined as:

:∫𝐠(   )x  d x := 𝐟(   )x + 𝐜

where 𝐜 is a arbitrary constant vector."
Definition:Primitive Curve,Primitive,A primitive curve is a curve from which some other curve is derived.
Definition:Primitive Element of Field Extension,Primitive,"Let F / K be a simple field extension such that F = K (   )α.


Then α is a primitive element of F."
Definition:Primitive Element of Cyclic Modulo Group,Primitive,"Let p be a prime number.

Let ℤ'_p denote the cyclic multiplicative group of reduced residues of order p - 1.

Let a be a generator of ℤ'_p.

Then a is known as a primitive element of ℤ'_p."
Definition:Primitive Polynomial (Ring Theory),Primitive,"Let ℚ[ X ] be the ring of polynomial forms over the field of rational numbers in the indeterminate X.

Let f ∈ℚ[ X ] be such that:
:cont( f ) = 1
where cont( f ) is the content of f.


That is:
:The greatest common divisor of the coefficients of f is equal to 1.
 


Then f is described as primitive."
Definition:Pythagorean Triple/Primitive,Primitive,"Let ( x, y, z ) be a Pythagorean triple such that x ⊥ y (that is, x and y are coprime).

Then ( x, y, z ) is a primitive Pythagorean triple.


=== Canonical Form ===
Let ( x, y, z ) be a primitive Pythagorean triple.


The convention for representing ( x, y, z ) as a (primitive) Pythagorean triple is that x is the even element, while y and z are both odd.

This is the canonical form of a Pythagorean triple."
Definition:Principal Ideal of Ring,Principal Ideal,"Let ( R, +, ∘) be a ring with unity.

Let a ∈ R.


We define:

=== Definition 1 ===
Let ( R, +, ∘) be a ring with unity.

Let a ∈ R.

We define:

:( a ) = {∑_i  = 1^n r_i ∘ a ∘ s_i: n ∈ℕ, r_i, s_i ∈ R }


The ideal ( a ) is called the principal ideal of R generated by a.

=== Definition 2 ===
Let ( R, +, ∘) be a ring with unity.

Let a ∈ R.

We define:

:( a ) is the smallest ideal of ( R, +, ∘) containing a as an element.


The ideal ( a ) is called the principal ideal of R generated by a.

=== Definition 3 ===
Let ( R, +, ∘) be a ring with unity.

Let a ∈ R.

We define:

:( a ) is the intersection of all ideals of ( R, +, ∘) which contain a as an element.


The ideal ( a ) is called the principal ideal of R generated by a.

=== Definition 4 ===
Let ( R, +, ∘) be a ring with unity.

Let a ∈ R.

We define:

:( a ) is an ideal of ( R, +, ∘) such that every element of ( a ) is of the form a ∘ r, where r ∈ R


The ideal ( a ) is called the principal ideal of R generated by a.

The ideal ( a ) is called the principal ideal of R generated by a."
Definition:Principal Ideal of Preordered Set,Principal Ideal,"Let ( S, ≼) be a preordered set.

Let I be an ideal in S.

=== Definition 1 ===
Let ( S, ≼) be a preordered set.

Let I be an ideal in S.


Then I is a principal ideal  if and only if :
:∃ x ∈ I: x is upper bound for I

=== Definition 2 ===
Let ( S, ≼) be a preordered set.

Let I be an ideal in S.


Then I is a principal ideal  if and only if :
:∃ x ∈ S: I = x^≼
where x^≼ denotes the lower closure of x."
Definition:Multiplication/Product,Product,"Let a × b denote the operation of multiplication on two objects a and b.

Then the result a × b is referred to as the product of a and b.


Note that the nature of a and b has deliberately been left unspecified.

They could be, for example, numbers, matrices or more complex expressions constructed from such elements."
Definition:Continued Product,Product,"Let ( S, ×) be an algebraic structure where the operation × is an operation derived from, or arising from, the multiplication operation on the natural numbers.

Let ( a_1, a_2, …, a_n ) ∈ S^n be an ordered n-tuple in S.


=== Definition by Index ===
Let ( S, ×) be an algebraic structure where the operation × is an operation derived from, or arising from, the multiplication operation on the natural numbers.

Let ( a_1, a_2, …, a_n ) ∈ S^n be an ordered n-tuple in S.


The composite is called the continued product of ( a_1, a_2, …, a_n ), and is written:

:∏_j  = 1^n a_j = ( a_1 × a_2 ×⋯× a_n )

=== Definition by Inequality ===
Let ( S, ×) be an algebraic structure where the operation × is an operation derived from, or arising from, the multiplication operation on the natural numbers.

Let ( a_1, a_2, …, a_n ) ∈ S^n be an ordered n-tuple in S.


The continued product of ( a_1, a_2, …, a_n ) can be written:
:∏_1 ≤ j ≤ n a_j = ( a_1 × a_2 ×⋯× a_n )

=== Definition by Propositional Function ===
Let ( S, ×) be an algebraic structure where the operation × is an operation derived from, or arising from, the multiplication operation on the natural numbers.

Let ( a_1, a_2, …, a_n ) ∈ S^n be an ordered n-tuple in S.


Let R (   )j be a propositional function of j.

Then we can write:

:∏_R (   )j a_j =  the product of all a_j such that R (   )j holds.


If more than one propositional function is written under the product sign, they must all hold.


Such an operation on an ordered tuple is known as a continued product.


Note that the definition by inequality form 1 ≤ j ≤ n is a special case of such a propositional function.

Also note that the definition by index form ∏_j  = 1^n is merely another way of writing ∏_1 ≤ j ≤ n.

Hence all instances of a continued product can be expressed in terms of a propositional function.


=== Iverson's Convention ===
Let ∏_R (   )j a_j be the continued product over all a_j such that j satisfies R.


This can also be expressed:
:∏_j ∈ℤ a_j^[ R (   )j ]
where [ R (   )j ] is Iverson's convention."
Definition:Cartesian Product,Product,"Let S and T be sets.


The cartesian product S × T of S and T is the set of ordered pairs ( x, y ) with x ∈ S and y ∈ T:

:S × T = {( x, y ): x ∈ S  y ∈ T }


Another way of defining it is by:

:( x, y ) ∈ S × T  x ∈ S, y ∈ T

More specifically:
:∀ p: ( p ∈ S × T ∃ x: ∃ y: x ∈ S  y ∈ T  p = ( x, y )  )


S × T can be voiced S cross T.


=== Class Theory ===
Let A and B be classes.


The cartesian product A × B of A and B is the class of ordered pairs ( x, y ) with x ∈ A and y ∈ B:

:A × B = {( x, y ): x ∈ A  y ∈ B }


Thus:
:∀ p: ( p ∈ A × B ∃ x: ∃ y: x ∈ A  y ∈ B  p = ( x, y )  )


A × B can be voiced A cross B.

=== Diagram ===


=== Finite Cartesian Product ===
Let ⟨ S_n ⟩ be a sequence of sets. 

The (finite) cartesian product of ⟨ S_n ⟩ is defined as:

:∏_k  = 1^n S_k = {( x_1, x_2, …, x_n ): ∀ k ∈ℕ^*_n: x_k ∈ S_k }


It is also denoted S_1 × S_2 ×⋯× S_n.

Thus S_1 × S_2 ×⋯× S_n is the set of all ordered n-tuples ( x_1, x_2, …, x_n ) with x_k ∈ S_k.


In particular:
:∏_k  = 1^2 S_k = S_1 × S_2

=== Countable Cartesian Product ===

The same notation can be used to define the (countable) cartesian product of an infinite sequence:

Let ⟨ S_n ⟩_n ∈ℕ be an infinite sequence of sets. 

The cartesian product of ⟨ S_n ⟩ is defined as:

:∏_k  = 1^∞ S_k = {( x_1, x_2, …, x_n, …): ∀ k ∈ℕ: x_k ∈ S_k }


It defines the concept:
:S_1 × S_2 ×⋯× S_n ×⋯

Thus ∏_k  = 1^∞ S_k is the set of all infinite sequences ( x_1, x_2, …, x_n, …) with x_k ∈ S_k.

=== Family of Sets ===
Let I be an indexing set.

Let ⟨ S_i ⟩_i ∈ I be a family of sets indexed by I.

The cartesian product of ⟨ S_i ⟩_i ∈ I is the set of all families ⟨ s_i ⟩_i ∈ I with s_i ∈ S_i for each i ∈ I.


This can be denoted ∏_i ∈ I S_i or, if I is understood, ∏_i S_i."
Definition:Set Product,Product,"Let S and T be sets.

Let P be a set.


Let ϕ_1: P → S and ϕ_2: P → T be mappings such that:

:For all sets X and all mappings f_1: X → S and f_2: X → T there exists a unique mapping h: X → P such that:
::ϕ_1 ∘ h = f_1
::ϕ_2 ∘ h = f_2

:that is, such that:

::@+1em@L+3px   
X
[ld]_*+f_1@–>[d]^*+h[rd]^*+f_2

S
   
P
[l]^*+ϕ_1[r]_*+ϕ_2   
T

:is a commutative diagram.


Then the ordered triple ( P, ϕ_1, ϕ_2 ) is called a product of S and T.


=== Family of Sets ===
Let ⟨ S_i ⟩_i ∈ I be an indexed family of sets.

Let P be a set.


Let ⟨ϕ_i ⟩_i ∈ I be an indexed family of mappings ϕ_i: P → S_i for all i ∈ I such that:

:For all sets X and all indexed families ⟨ f_i ⟩_i ∈ I of mappings f_i: X → S_i there exists a unique mapping h: X → P such that:
::∀ i ∈ I: ϕ_i ∘ h = f_i

:that is, such that for all i ∈ I:

@+1em@L+3px 
X
@–>[d]_*+h[dr]^*+f_i

P
[r]_*ϕ_i   
S_i

:is a commutative diagram.


Then the ordered pair ( P, ⟨ϕ_i ⟩_i ∈ I) is called a product of (the family) ⟨ S_i ⟩_i ∈ I.

=== Projection ===
Let ⟨ S_i ⟩_i ∈ I be an indexed family of sets.

Let ( P, ⟨ϕ_i ⟩_i ∈ I) be a set product of ⟨ S_i ⟩_i ∈ I.


The mappings ϕ_i are the projections of P."
