,title,term,definition,pred
245,Definition:Proper Orthogonal Matrix,Proper,"Let 𝐐 be an orthogonal matrix.


Then 𝐐 is a proper orthogonal matrix  if and only if :
:(   )𝐐 = 1
where (   )𝐐 is the determinant of 𝐐.",Definition:Well-Formed Part/Proper Well-Formed Part
246,Definition:Well-Formed Part/Proper Well-Formed Part,Proper,"Let ℱ be a formal language with alphabet 𝒜.

Let 𝐀 be a well-formed formula of ℱ.

Let 𝐁 be a well-formed part of 𝐀.


Then 𝐁 is a proper well-formed part of 𝐀  if and only if  𝐁 is not equal to 𝐀.",Definition:Submodule/Proper
247,Definition:Proper Divisor/Integer,Proper,"Let ( ℤ, +, ×) be the ring of integers.

Let x, y ∈ℤ.


Then x divides y is defined as:
:x \ y ∃ t ∈ℤ: y = t × x


Then x is a proper divisor of y  if and only if :

:(1):    x \ y
:(2):   | x || y |
:(3):    x ± 1

That is:
:(1):    x is a divisor of y
:(2):    x and y are not equal in absolute value
:(3):    x is not equal to either 1 or -1.",Definition:Well-Formed Part/Proper Well-Formed Part
248,Definition:Proper Element of Ring,Proper,A non-zero element of a ring which does not have a product inverse is called a proper element.,Definition:Well-Formed Part/Proper Well-Formed Part
249,Definition:Proper Zero Divisor,Proper,"Let ( R, +, ∘) be a ring.


A proper zero divisor of R is an element x ∈ R^* such that:

:∃ y ∈ R^*: x ∘ y = 0_R

where R^* is defined as R ∖{ 0_R }.


That is, it is a zero divisor of R which is specifically not 0_R.


The presence of a proper zero divisor in a ring means that the product of two elements of the ring may be zero even if neither factor is zero.

That is, if R has proper zero divisors, then ( R^*, ∘) is not closed.",Definition:Submodule/Proper
250,Definition:Proper Divisor,Proper,"Let ( D, +, ∘) be an integral domain whose zero is 0_D and whose unity is 1_D.

Let U be the group of units of D.

Let x, y ∈ D.


Then x is a proper divisor of y  if and only if :

:(1):    x \ y
:(2):    y ∤ x
:(3):    x ∉ U

That is:
:(1):    x is a divisor of y
:(2):    x is not an associate of y
:(3):    x is not a unit of D


=== Integers ===

As the set of integers form an integral domain, the concept of a proper divisor is fully applicable to the integers.

Let ( ℤ, +, ×) be the ring of integers.

Let x, y ∈ℤ.


Then x divides y is defined as:
:x \ y ∃ t ∈ℤ: y = t × x


Then x is a proper divisor of y  if and only if :

:(1):    x \ y
:(2):   | x || y |
:(3):    x ± 1

That is:
:(1):    x is a divisor of y
:(2):    x and y are not equal in absolute value
:(3):    x is not equal to either 1 or -1.",Definition:Proper Mapping
251,Definition:Proper Subset,Proper,"Let S and T be sets such that S is a subset of T.

Let S  T.

Then S is referred to as a proper subset of T, and we write:
:S ⊊ T
or:
:S ⫋ T


=== Proper Superset ===
If S is a proper subset of T, then T is a proper superset of S.

This can be expressed by the notation T ⫌ S.",Definition:Proper G-Submodule
252,Definition:Class (Class Theory)/Proper Class,Proper,"A proper class is a class which is not a set.

That is, A is a proper class  if and only if :
:∃ x: x = A
where x is a set.",Definition:Well-Formed Part/Proper Well-Formed Part
253,Definition:Filter/Proper Filter,Proper,"Let ( S, ≼) be an ordered set.

Let ℱ be a filter on ( S, ≼).


Then:
:ℱ is a proper filter on S
 if and only if :
:ℱ S

That is,  if and only if  ℱ is a proper subset of S.",Definition:Well-Formed Part/Proper Well-Formed Part
254,Definition:Proper Well-Ordering,Proper,"Let V be a basic universe.

Let A be a class.

Let ℛ be a well-ordering on A.


Then ℛ is a proper well-ordering  if and only if :
:every proper lower section of A is a set.",Definition:Well-Formed Part/Proper Well-Formed Part
255,Definition:Proper Mapping,Proper,"Let X and Y be topological spaces.


A mapping f: X → Y is proper  if and only if  for every compact subspace K ⊂ Y, its preimage f^-1[ K ] is also compact.",Definition:Well-Formed Part/Proper Well-Formed Part
256,Definition:Proper Group Action,Proper,"Let G be a topological group.

Let X be a topological space.


A group action ϕ: G × X → X is called proper  if and only if  ϕ is a proper mapping.


Here G× X is equipped with the product topology.",Definition:Well-Formed Part/Proper Well-Formed Part
257,Definition:Proper Name,Proper,"A proper name (or just name) is a symbol or collection of symbols used to identify a particular object uniquely.


In contrast with natural language, a proper name has a wider range than being the particular identifying label attached to a particular single entity (be it a person, or a place, or whatever else).

For example:
:Sloth is a proper name for the concept of being lazy.
:Rain is a proper name for the meteorological phenomenon of water falling from the sky.",Definition:Well-Formed Part/Proper Well-Formed Part
258,Definition:Injection,One-to-One,"=== Definition 1 ===
A mapping f is an injection, or injective  if and only if :
:∀ x_1, x_2 ∈Dom( f ): f (   )x_1 = f (   )x_2 x_1 = x_2


That is, an injection is a mapping such that the output uniquely determines its input.


=== Definition 1 a ===

This can otherwise be put:
A mapping f is an injection, or injective  if and only if :

:∀ x_1, x_2 ∈Dom( f ): x_1  x_2  f (   )x_1 f (   )x_2


That is, distinct elements of the domain are mapped to distinct elements of the image.

=== Definition 2 ===
An injection is a relation which is both one-to-one and left-total.


Thus, a relation f is an injection  if and only if :

 
 
 
 
 

=== Definition 3 ===
Let f be a mapping.

Then f is an injection  if and only if :
:f^-1_Img( f ): Img( f ) →Dom( f ) is a mapping
where f^-1_Img( f ) is the restriction of the inverse of f to the image set of f.

=== Definition 4 ===
Let f be a mapping.

f is an injection  if and only if :
:∀ y ∈Img( f ): | f^-1(   )y | = |{ f^-1[ { y }]  }| = 1
where:
:Img( f ) denotes the image set of f
:| · | denotes the cardinality of a set
:f^-1(   )y is the preimage of y
:f^-1[ { y }] is the preimage of the subset { y }⊆Img( f ).


That is,  if and only if  the preimage of y is a singleton for all y in the image set of f.

=== Definition 5 ===
Let f: S → T be a mapping where S ∅.

Then f is an injection  if and only if :
:∃ g: T → S: g ∘ f = I_S
where g is a mapping.


That is,  if and only if  f has a left inverse.

=== Definition 6 ===
Let f: S → T be a mapping where S ∅.

Then f is an injection  if and only if  f is left cancellable:
:∀ X: ∀ g_1, g_2: X → S: f ∘ g_1 = f ∘ g_2  g_1 = g_2
where g_1 and g_2 are arbitrary mappings from an arbitrary set X to the domain S of f.",Definition:One-to-One Relation
259,Definition:One-to-One Relation,One-to-One,"A relation ℛ⊆ S × T is one-to-one if it is both many-to-one and one-to-many.


That is, every element of the domain of ℛ relates to no more than one element of its codomain, and every element of the image is related to by exactly one element of its domain.",Definition:One-to-One Relation
260,Definition:Electric Charge/Neutral,Neutral,A body which has no electric charge on it is described as (electrically) neutral.,Definition:Electric Charge/Neutral
261,Definition:Equilibrium (Mechanics)/Neutral,Neutral,"Let B be a particle, a system of particles, or a body which is in equilibrium.

Let B be such that if a small displacement is applied, B remains in its new position.


B is then said to be in neutral equilibrium.",Definition:Identity (Abstract Algebra)/Two-Sided Identity
262,Definition:Identity (Abstract Algebra)/Two-Sided Identity,Neutral,"Let ( S, ∘) be an algebraic structure.

An element e ∈ S is called an identity (element)  if and only if  it is both a left identity and a right identity:

:∀ x ∈ S: x ∘ e = x = e ∘ x


In Identity is Unique it is established that an identity element, if it exists, is unique within ( S, ∘).

Thus it is justified to refer to it as the identity (of a given algebraic structure).


This identity is often denoted e_S, or e if it is clearly understood what structure is being discussed.",Definition:Equilibrium (Mechanics)/Neutral
263,Definition:Elevation of Point,Elevation,The elevation of a point P is the height of P above some reference horizontal baseline or plane.,Definition:Elevation of Point
264,Definition:Angle of Elevation,Elevation,"Let A and B be points in space such that A is higher than B.

The angle of elevation of A from B is the angle between the line AB and the horizontal.",Definition:Elevation of Point
265,Definition:Generator of Algebraic Structure,Generator,"Let ( A, ∘) be an algebraic structure.

Let G ⊂ A be a subset.


=== Definition 1 ===

The subset G is a generator of A  if and only if  A is the algebraic substructure generated by G.


=== Definition 2 ===

The subset G is a generator of A  if and only if :

:∀ x, y ∈ G: x ∘ y ∈ A;
:∀ z ∈ A: ∃ x, y ∈ W (   )G: z = x ∘ y
where W (   )G is the set of words of G.

That is, every element in A can be formed as the product of a finite number of elements of G.


If G is such a set, then we can write A = ⟨ G ⟩.",Definition:Generator of Subsemigroup
266,Definition:Generator of Subsemigroup,Generator,"Let ( S, ∘) be a semigroup.

Let ∅⊂ X ⊆ S.

Let ( T, ∘) be the smallest subsemigroup of ( S, ∘) such that X ⊆ T.


Then:
:X is a generator  of ( T, ∘)
:X generates ( T, ∘)
:( T, ∘) is the subsemigroup of ( S, ∘) generated by X.


This is written:
:T = ⟨ X ⟩",Definition:Generated Field Extension
267,Definition:Generator of Monoid,Generator,"Let ( M, ∘) be a monoid.

Let S ⊆ M.

Let H be the smallest submonoid of M such that S ⊆ H.


Then:
:S is a generator of ( H, ∘)
:S generates ( H, ∘)
:( H, ∘) is the submonoid of ( M, ∘) generated by S.


This is written H = ⟨ S ⟩.


If S is a singleton, for example S = { x }, then we can (and usually do) write H = ⟨ x ⟩ for H = ⟨{ x }⟩.",Definition:Generated Field Extension
268,Definition:Generator of Group,Generator,"Let ( G, ∘) be a group.

Let S ⊆ G.


Then S is a generator of G, denoted G = ⟨ S ⟩,  if and only if  G is the subgroup generated by S.",Definition:Generator of Subsemigroup
269,Definition:Generated Submonoid/Generator,Generator,"Let ( M, ∘) be a monoid

Let S ⊆ M.

Let ( H, ∘) be the submonoid of ( M, ∘) generated by S.

Then S is known as a generator of ( H, ∘).",Definition:Generator of Subsemigroup
270,Definition:Generator of Subgroup,Generator,"Let ( G, ∘) be a group.

Let S ⊆ G.

Let H be the subgroup generated by S.


Then S is a generator of H, denoted H = ⟨ S ⟩,  if and only if  H is the subgroup generated by S.


=== Definition by Predicate ===
A generator of a subgroup can be defined by a predicate.

For example:

:⟨ x ∈ G: x^2 = e ⟩

defines the subgroup of G generated by the elements of G of order 2.",Definition:Generator of Subsemigroup
271,Definition:Cyclic Group/Generator,Generator,"Let G be a cyclic group generated by the element g.

Let a ∈ G be an element of G such that ⟨ a ⟩ = G.

Then a is a generator of G.",Definition:Generator of Subsemigroup
272,Definition:Generator of Ideal of Ring,Generator,"Let R be a commutative ring. 

Let I ⊂ R be an ideal.

Let S ⊂ I be a subset.


Then:
:S is a generator of I
 if and only if :
:I is the ideal generated by S.",Definition:Generated Field Extension
273,Definition:Generator of Module,Generator,"Let R be a ring.

Let M be an R-module.

Let S ⊆ M be a subset.


=== Definition 1 ===
Let R be a ring.

Let M be an R-module.

Let S ⊆ M be a subset.


S is a generator of M  if and only if  M is the submodule generated by S.

=== Definition 2 ===
Let R be a ring.

Let M be an R-module.

Let S ⊆ M be a subset.


S is a generator of M  if and only if  M has no proper submodule containing S.",Definition:Generated Field Extension
274,Definition:Generator of Ring,Generator,"Let R be a ring.

Let S ⊂ R be a subset.


Then S is a generator of R  if and only if  R is the subring generated by S.",Definition:Generated Submonoid/Generator
275,Definition:Generated Division Subring,Generator,"Let ( D, +, ∘) be a division ring.

Let S ⊆ D.


The division subring generated by S is the smallest division subring of D containing S.",Definition:Generator of Subsemigroup
276,Definition:Generator of Field,Generator,"Let F be a field.

Let S ⊆ F be a subset and K ≤ F a subfield.


The field generated by S is the smallest subfield of F containing S.

The subring of F generated by K ∪ S, written K [ S ], is the smallest subring of F containing K ∪ S.

The subfield of F generated by K ∪ S, written K (   )S, is the smallest subfield of F containing K ∪ S.",Definition:Generated Field Extension
277,Definition:Generated Field Extension,Generator,"Let E / F be a field extension.

Let S ⊂ E be a subset of E.


=== Definition 1 ===
Let E / F be a field extension.

Let S ⊂ E be a subset of E.


The field extension F [ S ] generated by S is the smallest subfield extension of E containing S, that is, the intersection of all subfields of E containing S and F.

Thus S is a generator of F [ S ]  if and only if  F [ S ] has no proper subfield extension containing S.

=== Definition 2 ===
Let E / F be a field extension.

Let S ⊂ E be a subset of E.


Let F [ { X_s }] be the polynomial ring in S variables X_s.

Let ev : F [ { X_s }] → E be the evaluation homomorphism associated to the inclusion S ↪ E.


The field extension F [ S ] generated by S is the set of all elements of E of the form ev(   )f / ev(   )g, where ev(   )g  0.

S is said to be a generator of F [ S ].",Definition:Generator of Subsemigroup
278,Definition:Generator of Algebra,Generator,"Let ( A_R, ⊕) be an algebra over a ring R.

Let S ⊆ A_R be a subset of A_R.


The subalgebra generated by S is the smallest subalgebra B_R of A_R which contains S.",Definition:Generator of Subsemigroup
279,Definition:Generator of Vector Space,Generator,"Let K be a division ring.

Let 𝐕 be a vector space over K.

Let S ⊆𝐕 be a subset of 𝐕.


S is a generator of 𝐕  if and only if  every element of 𝐕 is a linear combination of elements of S.",Definition:Generated Field Extension
280,Definition:Generatrix,Generator,"A generatrix is an element of a set of straight lines which constitute a given surface.


=== Generatrix of Right Circular Cone ===


Let K be a right circular cone.

Let A be the apex of K.

Let B be the base of K.


Then a line joining the apex of K to its directrix is a generatrix of K.

=== Generatrix of Cylinder ===
Each of the parallel straight lines forming a cylindrical surface S which pass through the directrix of S is called a generatrix of S.",Definition:Generator of Subsemigroup
281,Definition:Cancellable Element/Left Cancellable,Left Cancellable,"Let ( S, ∘) be an algebraic structure.


An element x ∈( S, ∘) is left cancellable  if and only if :

:∀ a, b ∈ S: x ∘ a = x ∘ b  a = b",Definition:Cancellable Element/Left Cancellable
282,Definition:Left Cancellable Operation,Left Cancellable,"Let ( S, ∘) be an algebraic structure.


The operation ∘ in ( S, ∘) is left cancellable  if and only if :
:∀ a, b, c ∈ S: a ∘ b = a ∘ c  b = c

That is,  if and only if  all elements of ( S, ∘) are left cancellable.",Definition:Left Cancellable Operation
283,Definition:Left Cancellable Mapping,Left Cancellable,"A mapping f: Y → Z is left cancellable (or left-cancellable)  if and only if :

:∀ X: ∀( g_1, g_2: X → Y ): f ∘ g_1 = f ∘ g_2  g_1 = g_2

That is, for any set X, if g_1 and g_2 are mappings from X to Y:
:If f ∘ g_1 = f ∘ g_2
:then g_1 = g_2.",Definition:Cancellable Element/Left Cancellable
